Fighter,dob,totalfights,elo,losestreak,winstreak,titlewins,oppelo,wins,losses,avg age,KD,KD differential,Sig. str.,Sig. str. differential,Total str.,Total str. differential,Td,Td differential,Sub. att,Sub. att differential,Rev.,Rev. differential,Ctrl,Ctrl differential,Head,Head differential,Body,Body differential,Leg,Leg differential,Distance,Distance differential,Clinch,Clinch differential,Ground,Ground differential,Sig. str.%,Sig. str.% differential,Sig. str.% defense,Total str.%,Total str.% differential,Total str.% defense,Td%,Td% differential,Td% defense,Head%,Head% differential,Head% defense,Body%,Body% differential,Body% defense,Leg%,Leg% differential,Leg% defense,Distance%,Distance% differential,Distance% defense,Clinch%,Clinch% differential,Clinch% defense,Ground%,Ground% differential,Ground% defense,Ethnicity
Maki Pitolo,1990,6,939.0595629,4,0,0,5954.842287,1,5,181,0,0,286.3564978,-986,364.2823888,-1899,13.14084344,103,9.700170061,-47,1.816958382,-4,18.24883353,69.8,158.3644379,-1550,90.49781914,442,37.49424081,122,252.5379366,78,23.37849693,-196,10.44006434,-868,6.123781594,-1.98582596,48.16500727,6.489659335,-6.141607629,39.8215277,3.887674706,-14.38636364,52.25,4.058843478,-12.2220257,50.07928909,10.3901508,-2.814172099,20.46264368,12.64688397,4.3,16.5,5.797103441,5.052922817,57.93078377,10.06336558,31.4375,60.5625,1.396120975,-27.73333333,46.13333333,Pacific Islanders
Francisco Trevino,1981,3,984.0790479,2,0,0,3017.18667,1,2,101,0,0,21.67368421,-171,26.74035088,-197,0.133333333,-28,0,0,0.266666667,0,1.944385965,-17.41666667,4.333333333,-213,1.733333333,-22,15.60701754,64,18.94035088,-9,1.933333333,-75,0.8,-87,3.307428754,-2.52165385,6.235335898,3.334658869,-2.488686552,5.859851459,0.019047619,-11.55555556,2.158730159,0.086324786,-5.885456074,6.819672131,0.137777778,-9.879761905,2.053571429,5.003508772,-4,1.5,3.293472661,-3.168712087,5.797619048,0.209275362,-6.259470964,4.601398601,0.304761905,-6.053571429,3.375,North American
Bruno Santos,1987,3,986.4332884,1,0,0,3038.785176,1,2,80,0,0,17.06666667,-316,31.46666667,-816,3.533333333,25,0.066666667,-3,0,-1,4.253333333,0.75,9.666666667,-125,3.733333333,-175,3.666666667,-16,8.666666667,-177,7.6,-53,0.8,-86,0.404052288,0.063805112,8.003020798,0.514489612,-0.655497207,5.627158619,0.583333333,4.642857143,9.892857143,0.289433551,0.414470301,10.07296703,0.79047619,0.834415584,2.977272727,0.933333333,0.444444444,0.444444444,0.283915771,-0.14224696,9.599016481,0.791666667,2.508333333,4.633333333,0.114285714,-10.67032967,1.615384615,South American
Dong Hyun Kim,1981,18,1109.571329,1,0,0,18523.97979,13,4,560,52.86368572,301,4686.373609,-8882,20636.23894,64166,326.1209631,10,42.35079582,482,3.466666667,-33,777.7926469,3199.733333,3496.136871,5612,878.2150201,-6697,312.0217178,-7797,1671.207539,-8541,1369.547112,-11129,1645.618959,10788,312.9589241,157.1694162,1235.67138,430.0474031,409.6763301,1064.671827,99.63489312,395.1690476,1742,210.6559425,182.2828466,1417.261864,357.8256408,514.9830768,1052.233077,172.1445496,-348.3415536,699.8159699,142.4712873,-66.47072397,1482.84993,443.31543,432.2186152,1090.089286,240.6982208,346.1484895,1270.928571,Asian
Brandon Melendez,1983,1,984.9208327,1,0,0,1020.017748,0,1,24,0,0,0.839160839,2,1.678321678,-15,0,-3,0,-6,0.27972028,1,0.191142191,-3.216666667,0.699300699,2,0.13986014,0,0,0,0.699300699,5,0,0,0.13986014,-3,0.036485254,-0.102766798,0.636363636,0.057873161,-0.357635468,0.228571429,0,-0.75,0.25,0.033300033,-0.061904762,0.7,0.06993007,-0.5,0,0,0,1,0.0368053,0.263157895,1,0,0,1,0.034965035,-0.75,0,North American
Gavin Tucker,1986,7,1013.624457,2,0,0,7084.998535,4,3,235,0,-56,428.5226145,981,472.01868,-40,46.48661333,252,7.084052632,-81,2.04311688,9,34.3390685,181.0833333,216.2618319,813,89.9510358,-31,122.3097468,199,356.9490083,1347,60.61994666,-41,10.95365956,-325,100.3107631,33.43073478,108.0393807,100.4330579,31.13178257,103.9644836,31.90748322,63.63736264,128.7142857,1.823288099,-1.939303319,112.8672186,3.073167055,4.269831701,102.3499464,101.7070185,59.63506494,115.0714286,100.1526816,35.02176685,111.9419102,2.433296074,-10.85749352,94.96840659,2.386477067,21.49230769,126.625641,North American
Mark Hunt,1974,18,1010.339233,3,0,0,18834.04012,8,8,729,128.5420651,362,4014.416753,-41280,5241.030751,-84409,19.07554599,-4024,0.6,-307,2.130681818,0,53.11761452,-5990.05,2570.538328,-31481,646.0995344,-6369,797.7788902,-3430,3490.336347,-15135,353.4920926,-2002,170.5883128,-24143,103.6459184,-156.6103148,1127.606911,113.5921899,-122.0588874,1024.849896,13.97420508,-330.5095238,1659.890476,82.55417882,-193.857983,1269.216724,112.0260304,-292.997807,836.7688596,198.313516,227.8124958,658.9458292,98.09106631,-51.46734132,1297.805578,63.73001667,112.4372872,1349.406984,83.40967296,132.4271135,1536.304736,Pacific Islanders
Paulo Thiago,1981,13,966.2931825,3,0,0,13487.21373,5,8,393,3.805921919,-319,1620.243237,-3780,2295.793739,-14407,103.6461538,-156,18.18550725,4,13.53333333,194,106.3169718,-2257.75,1021.660477,-4118,434.7187424,1413,163.8640178,-1075,950.8586218,-3022,592.1179487,3917,77.26666667,-4675,37.28720807,-81.45504679,461.6137731,39.89485382,-120.7476271,377.205669,37.17969068,-10.80555556,608.8452381,29.61830845,-114.7531295,504.1950881,85.73399215,174.9700501,437.35,40.52258859,100.41163,333.66163,19.73152111,-78.25897714,542.3625371,73.4774359,136.3576923,426.55,8.777147436,-394.4342917,292.9084967,South American
Troy Mandaloniz,1980,2,999.3620174,1,0,0,2002.139035,1,1,56,0.497435897,5,17.05641026,-122,20.04102564,-586,1.066666667,7,0,0,0,-4,1.11025641,-13.21666667,11.95897436,-46,1.297435897,-51,3.8,-25,10.39487179,-31,5.169230769,-46,1.492307692,-45,0.305763471,0.791252522,3.148120301,0.322144522,0.021796771,2.203614953,0.266666667,1.666666667,2.666666667,0.270278079,1.025937472,3.612791932,0.383150183,-0.749373434,0.964912281,0.430769231,-0.428571429,0.571428571,0.281152181,1.024310105,3.485349066,0.339333541,0.017813765,2.2,0.345054945,1.092664093,3.378378378,North American
Masio Fullen,1986,3,983.3293693,2,0,0,3001.332135,1,2,88,0,0,26.70957096,-334,29.24290429,-353,0.066666667,-14,0,-8,0,0,0.158888889,-22.18333333,12.33333333,-188,8.376237624,-94,6,-52,24.37623762,-214,2.2,-104,0.133333333,-16,2.596635634,2.307232776,9.001262626,2.609248748,2.397127643,8.901960784,0.033333333,-6.722222222,6.777777778,0.142021098,-1.986270786,9.883412746,2.786237624,4.189215686,8.039215686,0.545454545,0.181818182,6,2.589058137,2.597053902,9.40474621,0.329411765,-2.130402477,6.928421053,0.033333333,-8.5,5,North American
Ricardo Romero,1978,3,982.6948139,2,0,0,2984.839635,1,2,98,0,-14,13.77908689,-88,14.39764359,-116,0.12371134,1,0.24742268,0,0.12371134,1,0.492783505,0.833333333,13.03681885,-74,0.742268041,-9,0,-5,12.17083947,-19,0,-27,1.608247423,-42,3.887874325,-7.715006499,4.318326834,3.891998036,-7.552631579,4.447368421,0.017673049,0.142857143,14,3.876534119,-7.231934002,4.893065998,0.12371134,-4,9,0,-4.5,9.5,3.862542955,-10.26839827,1.96969697,0,-4.033333333,9.966666667,0.107216495,-10.7122807,2.421052632,North American
Val Woodburn,1993,1,984.6719725,1,0,0,1014.600285,0,1,30,0,-1,3.157894737,-5,3.157894737,-5,0,0,0,0,0,0,0,-0.033333333,3.157894737,-5,0,0,0,0,3.157894737,-4,0,0,0,-1,0.350877193,-0.477777778,0.3,0.350877193,-0.477777778,0.3,0,0,1,0.350877193,-0.477777778,0.3,0,0,1,0,0,1,0.350877193,-0.444444444,0.333333333,0,0,1,0,-1,0,Unknown
Fabiano Iha,1970,7,986.0276785,2,0,0,7016.15543,3,4,212,0,-1,290.247619,-1168,461.3809524,-2985,36.18095238,31,58.44338624,175,0,0,45.38222222,-47,173.6,-1501,33.8,-2,82.84761905,335,151.3142857,-237,72.53333333,-646,66.4,-285,25.2228712,-5.503393963,69.57112041,27.52360736,-15.30791329,46.60940491,22.83650794,-15.16666667,73,12.87272727,-10.92673797,87.98235294,16.22222222,-34.86666667,61.8,42.39047619,67,88.5,19.26920635,-11.68731884,86.84601449,23.82296296,7.477777778,78.13333333,6.311111111,-20.32028986,81.01304348,South American
Damian Stasiak,1990,6,969.1689804,3,0,0,6009.706918,2,4,159,0,-25,194.7094201,-1753,220.2374733,-3551,17.54441875,81,2.527248838,-102,0.762542955,-52,24.65482465,71.23333333,118.5215542,-1285,41.20631018,-145,34.9815557,-323,164.2547931,-559,13.26071145,-463,17.1939155,-731,3.584972979,-2.344799557,51.17902681,3.710864944,-8.735206895,41.61094825,3.546023305,-45.96666667,15.2,2.852094721,-2.324240515,58.24999332,2.989440804,-16.79531918,30.88614719,6.329541047,-8.534188034,12.46581197,3.86615458,1.77601008,58.51854926,4.885682817,12.74531025,33.41197691,3.444895897,-26.15705128,25.84294872,European
TJ Waldburger,1988,8,1002.532698,2,0,0,8190.871514,4,4,191,7.600732601,8,417.2918711,-2048,509.7763768,-4823,32.43803668,-234,57.53447508,270,0.2,-33,43.50935358,-226.15,211.696619,-2273,77.53447065,-78,128.0607815,303,289.622683,712,77.7422208,-726,49.92696729,-2034,33.41698433,-4.857039507,90.59797476,34.3065419,-18.76647704,68.30783619,22.11085782,-36.85952381,111.3333333,24.74840173,-31.01875368,99.69351147,32.56897115,35.12554113,63.1969697,42.75310829,26.2008658,56.11904762,30.19251489,21.22070183,131.9854204,31.15181135,30.85,78.91666667,8.650970822,-86.08823138,55.29176862,North American
Alex Ricci,1982,2,969.7715481,2,0,0,2022.627044,0,2,69,0,-4,19.61314554,-7,23.27981221,32,0,-5,0,0,0,0,0.097777778,-9.9,10.60751174,-17,3.601877934,4,5.403755869,6,18.61314554,-10,1,4,0,-1,0.331898889,0.214339142,3.323943662,0.347680433,0.373897188,3.246778544,0,-0.357142857,4.642857143,0.266004351,0.154550077,3.703818369,0.291616365,-1.047619048,2.180952381,0.681421865,0.257142857,1.542857143,0.324211201,0.047807438,3.272727273,0.045454545,0.203557312,4.52173913,0,-0.333333333,4.666666667,North American
Sam Sicilia,1986,12,971.7432047,3,0,0,12063.08719,5,7,338,18.6407767,-182,1771.941076,-10246,2143.718458,-12225,33.24341938,75,24.6,44,2.4,0,91.97480057,843.3833333,1216.818649,-4330,233.5529132,-1798,321.5695139,-4118,1397.979922,-10563,164.3545831,189,209.6065704,128,54.61775656,-85.3905708,363.487224,57.8978307,-89.33563859,330.987841,16.82913367,-85.71428571,439.5,47.34385709,-56.34762054,423.0730231,38.00321541,-154.0469078,265.849246,123.4182701,94.86127451,218.4279412,44.69172313,-104.9333522,384.1625397,29.75780344,-181.7214286,248.047619,32.83416559,-63.26658288,410.2857143,North American
Kiichi Kunimoto,1981,5,1013.327122,2,0,0,5065.226271,3,2,169,0,-18,88.3874538,-1553,221.9784288,-2589,6.736306804,-19,1.395348837,-16,1.666666667,0,22.74775055,113.0333333,39.4176528,-1116,13.14095797,-429,35.82884304,-8,62.35158058,-894,16.50253989,-387,9.533333333,-272,2.498565656,-6.585257586,23.3591061,3.275204557,-5.657553977,15.78645505,1.543689104,-12.43333333,26.33333333,1.50494851,-10.42061093,27.92410313,2.895478983,8.217032967,22.34203297,4.833681347,2.204076367,9.807017544,2.370110881,-5.741564718,26.70224408,2.753841311,0.533333333,19.33333333,1.988888889,-18.64285714,6.523809524,Asian
Jimy Hettes,1987,6,998.8052011,2,0,0,6076.937383,3,3,154,0,-84,229.8649498,-688,387.0507498,-766,18.53347845,-71,5.17082845,17,7.32195122,19,24.65949161,-90.86666667,142.9191187,-108,73.62985843,-171,13.31597266,-409,107.1588713,-463,101.5316741,2,21.17440437,-227,8.143330496,15.7881516,47.9295103,9.004311062,11.71569767,38.3908581,4.395347932,-5.244444444,57,6.750340911,12.37267296,53.65621144,8.492139198,3.63047348,31.9890169,4.442392956,-18.75396825,25.38888889,7.444781955,21.87751915,60.76634351,8.685930148,-7.5574683,18.45212766,2.716930949,5.407509158,60.16391941,North American
Dante Rivera,1974,1,984,1,0,0,1000,0,1,34,0,0,2.266666667,-26,4.266666667,-65,0,-5,0,-2,0,0,0.165555556,-6.666666667,0.733333333,-4,1.266666667,-7,0.266666667,-15,0.6,8,1.6,-18,0.066666667,-16,0.035416667,-0.21875,0.25,0.044912281,-0.180620425,0.145695364,0,-0.833333333,0.166666667,0.028205128,-0.176923077,0.4,0.037254902,-0.205882353,0.235294118,0.066666667,0.095238095,0.095238095,0.033333333,0.4,0.9,0.037209302,-0.265389877,0.176470588,0.022222222,-0.561403509,0.105263158,North American
Will Chope,1990,1,983.9905438,1,0,0,999.7946621,0,1,24,0,-2,4.429530201,-41,4.563758389,-45,0,0,0,0,0,0,0.136465324,0.75,3.087248322,-35,0.268456376,-12,1.073825503,6,3.758389262,-2,0.67114094,-36,0,-3,0.036607688,-0.259646828,0.467625899,0.037407856,-0.266139062,0.455172414,0,0,1,0.02968508,-0.266241112,0.512605042,0.038350911,-0.492063492,0.222222222,0.10738255,-0.2,0,0.033859363,-0.158706652,0.589041096,0.067114094,-0.172131148,0.327868852,0,-0.6,0.4,North American
Yao Zhikui,1991,4,970.0780884,2,0,0,4016,1,3,96,0,-32,47.40606061,-613,57.80606061,-787,1.333333333,-8,0,-16,0.133333333,-2,2.89020202,8.966666667,31.87272727,-656,4.6,-6,10.93333333,49,24.2,-595,14.33939394,-72,8.866666667,54,2.344004805,-10.17087613,13.85086998,2.395955799,-10.59708838,12.64539282,0.222222222,-17.91666667,8.75,2.65717264,-9.689386196,15.47120602,0.765079365,1.619047619,20.14285714,0.933333333,0.515151515,16.51515152,0.23634034,-12.35522359,14.09967131,7.331601732,13.60714286,21.17857143,0.733333333,-1.25,17.75,Asian
Geraldo de Freitas,1991,3,982.6545386,2,0,0,2986.094917,1,2,85,0,0,59.53333333,239,84.53333333,270,1.533333333,-47,0,0,0.133333333,-2,1.028888889,-89.75,45.6,268,10.8,96,3.133333333,-125,53.73333333,391,3.8,-4,2,-148,0.494470551,0.406398792,6.989340521,0.553382331,0.206194732,5.90545977,0.270634921,-2.021358543,7.919117647,0.440983791,0.916397708,8.301640846,0.788359788,0.446825397,2.621428571,0.88,1.719480519,2.519480519,0.48525308,1.462770563,8.183974359,0.720833333,-1.576388889,1.611111111,0.41,-3.502173913,4.347826087,South American
Steve Berger,1973,3,970.1721797,2,0,0,3016,0,2,86,0,-13,18.29847095,-219,53.43853211,-82,1.651376147,-5,0.2,3,0.066666667,1,0.790040775,-24.13333333,3.436085627,-191,13.21100917,-37,1.651376147,9,0.133333333,-30,18.16513761,-56,0,-133,0.498357073,-6.07105635,5.142156863,0.912083067,-4.209057546,4.287066485,0.550458716,-7,4,0.134436342,-6.796690307,6.399890889,1.321100917,-2.8,4,1.651376147,9,14,0.007843137,-5.977591036,7.904761905,0.865006553,-2.604554865,6.68115942,0,-9.056610057,4.943389943,North American
David Dodd,1973,2,968.0673543,2,0,0,1984.764504,0,2,53,0,-1,2.666666667,-49,7.3,-358,0,-5,0,0,0,0,0.170555556,-25.06666667,1.333333333,-37,1.333333333,-4,0,-8,0.8,-36,1.333333333,-8,0.533333333,-5,0.086021505,-0.557594086,3.152083333,0.163605442,-0.92901574,1.70023596,0,-4.5,0.5,0.053333333,-0.680188679,3.519811321,0.222222222,-0.066666667,1.6,0,-4,1,0.036363636,-0.521212121,3.933333333,0.222222222,1.352564103,3.019230769,0.177777778,1.666666667,4,North American
Dan Stittgen,1980,2,968.7363068,2,0,0,2000,0,2,64,0,-1,14.96389987,-70,22.6972332,-222,0.266666667,4,0,0,0,0,0.057777778,-29.48333333,4.266666667,11,3.170487484,6,7.526745718,-87,12.03056653,12,2.933333333,-80,0,-2,0.21561081,-0.87265509,1.823114487,0.246237873,-0.986042712,1.250320924,0.266666667,4,5,0.083660131,-0.393545244,3.351552795,0.201816795,-0.723526766,1.760683761,0.327587233,-1.169793724,0.408163265,0.198830465,-0.442424242,2.505050505,0.266666667,0,1,0,-1,4,North American
Manny Bermudez,1994,5,1009.677468,2,0,0,4978.701797,3,2,123,4.06779661,4,317.2353641,418,453.0502315,793,15.22573777,50,11.39008707,-21,1.331567329,1,33.27105973,74.7,279.2011702,732,38.03419392,3,0,-317,47.14739217,-203,4.99047619,-100,265.0974957,721,11.58678746,-0.063905383,18.01046699,12.21055175,1.878824147,16.96829323,12.7197775,29.2,38,10.85927025,12.53368963,32.97166667,12.60439855,7.738095238,18.07142857,0,-53.76923077,1.230769231,5.857261504,-13.18369637,21.81446765,3.923809524,3.785714286,33.78571429,14.77415478,32.86148435,40.82517483,North American
Roosevelt Roberts,1994,9,995.4323068,3,0,0,9105.739618,4,4,233,0,-113,676.7411723,-3416,998.2466847,-5172,4.697760211,-190,9.100177184,-99,25.85106383,72,34.64459156,-272.2166667,561.7871574,750,37.75957994,-2138,77.19443496,-2028,602.9474847,-2317,15.29291977,-456,58.5007678,-643,56.89770414,-57.29988078,118.8818529,68.50782882,-45.87524487,93.44870382,1.521475626,-79.16666667,189.5,71.23461868,-11.7438456,152.8688576,5.206817173,-84.22063711,138.1293629,33.66605579,-48.48333333,60.1,49.05746628,-60.51666974,137.3529991,6.51312655,-8.027380952,199.972619,18.08126846,-149.3884058,71.30724638,North American
Andreas Michailidis,1988,4,968.7925589,2,0,0,3985.342151,1,3,132,0,-9,48.36100629,-487,94.47924528,-1033,3.662893082,-58,0,0,1.066666667,16,8.016373166,-155.0666667,26.42767296,-168,11.8,-94,10.13333333,-225,31.8,-52,11.92955975,-207,4.631446541,-228,1.287032423,-5.994825164,10.19196979,2.014695373,-2.699013442,7.616802245,0.751841869,-1.428571429,22,1.364630749,-3.247903254,15.13386918,1.424242424,-5.147527911,4.761562998,1.511111111,-6.450980392,2.660130719,0.675019967,-5.281904401,15.61501832,1.775541579,-5.760750361,4.194805195,2.964779874,9.184210526,11.18421053,European
Marvin Vettori,1993,15,1073.580126,1,0,0,15839.63071,9,5,398,3.24,81,6472.009096,-12058,7843.369166,-4755,118.4254907,843,39.7454907,346,3.24,-161,210.834701,3304.516667,4851.70243,5133,683.0133333,-11435,937.2933333,-5756,5390.901046,-8315,348.8266667,-2866,732.2813835,-877,36.56896882,-3.51870558,677.9644293,39.91869975,9.288231011,632.2959705,26.58576923,-56.93917259,752.1263736,31.86464344,25.76498353,790.0409212,44.73240409,34.98944053,387.2062614,52.37442305,-85.77428674,152.8754545,27.77451076,-37.14718191,692.3072182,31.11864886,-79.27912347,579.9807988,25.19535905,-106.3020646,795.0064103,European
Xavier Foupa-Pokam,1982,2,967.3113257,2,0,0,1968.337716,0,2,54,0,-8,1.533333333,-40,2.133333333,-103,0,-5,0,-1,0.066666667,1,0.006666667,-8.566666667,0.533333333,-49,0.8,6,0.2,3,1.2,1,0.266666667,-11,0.066666667,-30,0.028930818,-2.709627479,1.856410256,0.034408602,-2.881034088,1.602836879,0,-0.833333333,4.166666667,0.015686275,-2.885918004,1.878787879,0.053333333,0.2,4.4,0.05,0.75,5,0.026666667,-2.531372549,2.068627451,0.044444444,-3.761904762,0.571428571,0.033333333,-2.291666667,2.208333333,European
Tatsuya Kawajiri,1978,6,1006.034672,2,0,0,6223.426633,3,3,222,0,-4,128.8190476,-2908,319.2952381,-3489,18.44761905,124,0.438095238,-81,4.066666667,61,46.49412698,473.4,86.07619048,-2491,15.53333333,-319,27.20952381,-98,81.42857143,-795,8.333333333,-461,39.05714286,-1652,2.691919231,-19.67111908,32.34691785,3.657389235,-13.85038766,23.76496429,1.905714286,-29.00714286,33.8,2.302855507,-20.98989354,36.85382848,3.180952381,-15.07012987,28.21558442,5.17950938,2.921212121,17.8,2.199253582,-7.48034921,51.4737042,3.5,-23.44444444,15.05555556,3.70989011,-23.17182874,13.75124818,Asian
Nandor Guelmino,1975,1,984,1,0,0,1000,0,1,38,0,-1,4.210526316,7,5.639097744,18,0,-2,0,-1,0,0,0.285714286,-0.566666667,1.203007519,-6,2.180451128,22,0.827067669,-9,2.180451128,1,1.278195489,-1,0.751879699,7,0.042530569,-0.105576311,0.328767123,0.045846323,-0.085365854,0.304878049,0,-0.4,0.6,0.025062657,-0.203252033,0.463414634,0.055909003,0.043589744,0.3,0.068922306,0.007575758,0.090909091,0.032065458,-0.133529412,0.44,0.067273447,-0.052631579,0.052631579,0.062656642,0.083333333,0.25,European
John Hathaway,1987,9,1070.695697,1,0,0,9214.420704,7,2,213,4.333333333,-97,878.2638995,4320,2215.131976,15367,30.49501292,-42,10.4,102,0.266666667,-44,88.07127428,323.6666667,557.3482114,2622,197.7153466,1097,123.2003415,601,543.0303516,3007,128.3739568,311,206.8595911,1002,7.344071684,-4.733386721,179.3417753,10.83516372,4.664303847,140.5799449,6.252177791,-8.396336996,189.2893773,5.577463758,-6.635548813,201.1781614,13.08554848,15.87267587,120.0870663,16.56737762,43.93034188,102.0944444,6.130727511,-2.852358462,197.9903744,13.67692653,67.18722102,164.7111111,9.700367296,-40.71974492,109.5027322,European
Kyle Bochniak,1987,7,958.0604319,3,0,0,7066.456235,2,5,213,0.066666667,1,373.0666667,-7265,433.6,-9198,11.6,-44,0,0,0,0,24.4,160.8666667,222.2,-5687,81.53333333,-951,69.33333333,-627,317.4666667,-7075,50.06666667,91,5.533333333,-281,2.899689694,-17.92364695,78.58100764,3.213956061,-19.98329074,71.80736834,0.933333333,-19.07593795,106.924062,2.197807752,-17.32339315,89.70949057,5.168360528,-29.0544622,33.42012987,4.797360248,-56.80150104,11.23809524,2.705378078,-17.81560957,81.60371926,5.442962963,-27.372114,30.98344156,2.633333333,12.77884615,113.2788462,North American
Roman Dolidze,1988,8,1061.21138,1,0,0,8209.841872,6,2,267,50.00588332,87,810.2807795,-2738,1106.382972,-1043,6.733333333,-94,26.82854495,204,0.6,9,31.06310726,131.65,666.2011778,427,83.48725581,-347,60.59234585,-2818,509.6533246,-3452,113.1111819,40,187.5162729,674,19.74473978,-8.409178388,107.6997718,22.34397632,-2.713048431,99.76977725,0.952592593,-72.47777778,117.2333333,19.6838158,14.93848076,139.0704148,13.21097217,-33.2352146,59.05608974,15.0489635,-41.30795455,33.35454545,7.559598845,-28.39123194,110.9047307,32.71594173,8.74047619,84.05,26.46015097,33.125,139.3,European
Colton Smith,1987,4,969.3786464,3,0,1,4030.628781,1,3,104,0.374414977,-4,69.26854368,-181,86.2549111,-50,3.1599335,-4,1.78771506,-20,0,-10,9.344918996,27.63333333,6.939469579,-252,31.61621467,9,30.71285943,62,10.00145606,-152,58.80042096,8,0.466666667,-37,17.33268955,-2.041346218,13.00810433,17.67817858,-0.310804481,12.45988501,0.926922278,-18.0625,5.5,0.137673472,-14.25724915,14.09927259,26.32912026,2.633333333,8.333333333,25.94729415,16.75,24.5,0.166129312,-11.72286018,16.31047315,26.64539537,8.745454545,12,0.058333333,-13.25833333,15.86666667,North American
Junie Browning,1984,2,1000.642312,1,0,0,2029.955117,1,1,49,0,0,6.778796264,11,7.850224836,8,0.306122449,0,0.306122449,-3,0.153061224,0,2.711777932,6.5,3.214285714,12,2.799204428,-2,0.765306122,1,5.860428917,13,0.459183673,-5,0.459183673,3,0.753281942,0.661603722,3.836206897,0.759886194,0.31993349,3.451388889,0.153061224,0,4,0.064285714,-0.181809955,4.398190045,2.161449325,1.416666667,1.583333333,0.109329446,0.214285714,4.5,0.757685489,0.919101732,4.064935065,0.065597668,-2.142857143,2.428571429,0.057397959,0.375,5,North American
Sabah Homasi,1988,3,956.8244845,3,0,0,3062.219145,0,3,87,0,-13,59.05256984,-35,63.90075702,-115,2.630955466,7,0,0,0,0,2.83417857,1.783333333,31.43724967,-100,23.43295757,77,4.1823626,-12,27.75747395,-97,26.69739474,42,4.597701149,20,1.410930428,-0.025141264,8.082358736,1.485963597,-0.666976572,7.140659341,1.315477733,4.166666667,12.66666667,0.924184377,-1.60947786,8.421850461,2.871396531,6.928571429,9.2,1.020380566,-5.2,4,0.969956719,-1.499715224,8.377329193,2.760476814,4.282983683,6.976923077,0.91954023,4,14,Middle Eastern
Song Yadong,1997,13,1117.448823,0,2,0,13583.14009,10,2,303,81.90612256,490,3730.367827,4986,4977.397338,19985,27.22066778,-215,0.63504278,5,4.933333333,74,100.793251,1340.75,2214.195892,5813,845.8568802,4694,670.3150547,-5521,3203.220437,-2406,174.8124874,1688,352.3349021,5704,40.76300538,-4.507542845,466.9924758,43.30893423,19.72833298,440.0936713,11.55733445,129.4071429,701.7404762,33.38691733,23.56117016,574.3025913,63.52520174,114.2364836,374.1323529,89.18492945,72.38964581,182.0227974,38.95313067,-25.02589935,475.9604728,22.54333644,233.419767,605.5890805,34.47501879,73.275,497.5,Asian
Nick Agallar,1979,1,984.813643,1,0,0,1017.683286,0,1,24,0,-1,0.69124424,-28,1.382488479,-29,0,0,0,0,0,0,0.15437788,0.933333333,0.276497696,-12,0,-1,0.414746544,-15,0.552995392,-17,0.138248848,0,0,-11,0.016075447,-0.462668299,0.421052632,0.028801843,-0.410714286,0.380952381,0,0,1,0.007680492,-0.381944444,0.5625,0,-0.25,0.75,0.082949309,-0.257142857,0.142857143,0.013166557,-0.429761905,0.475,0.138248848,0.5,0.5,0,-0.733333333,0.266666667,North American
Mike Wilkinson,1987,4,1002.049886,1,0,0,4078.753859,2,2,107,6.835443038,8,69.90789632,-346,161.8766727,275,2.923809524,-59,2.133333333,28,1.066666667,-32,5.33641953,-115.3333333,51.71320072,-327,3.457142857,2,14.73755274,-21,27.43013864,-108,1.533333333,-3,40.94442435,-235,6.216860132,-2.637151198,10.3797479,6.436935745,-0.824249634,9.160856749,2.862698413,-5.05952381,20.85714286,5.754113818,-2.139162831,11.58348794,2.917142857,3.983333333,29.08333333,6.878109705,-0.293333333,20.06666667,5.106243201,-8.104334071,12.21865443,1.105555556,6.783333333,20.2,7.75840868,7.114285714,15.71428571,European
Chris Daukaus,1989,8,1006.728036,4,0,0,8419.959314,4,4,258,16.12748269,-132,810.3681042,-1194,956.1591489,-812,0,0,0,0,0,0,7.356108802,-21.26666667,706.5679875,-803,77.05820614,-116,26.74191055,-275,655.0503758,-941,53.63653165,-116,101.6811967,-137,150.2720703,1.982149107,92.02228327,153.139181,9.223929399,91.6004928,0,0,204,147.837646,3.512870525,101.0048798,40.86730869,18.35606061,95.02272727,7.938741345,-119.25,49,149.2030195,3.190373007,96.09211027,19.79716563,-25.59285714,120.65,10.15678255,-81.01666667,100.5833333,North American
Jeff Cox,1968,2,968.7941245,2,0,0,2001.280584,0,2,79,0,0,4.752475248,-7,7.664427157,-11,0.535714286,-3,0,-5,0,-1,2.998231966,3.2,0,-3,0,-12,4.752475248,8,0,-7,4.752475248,0,0,0,1.188118812,-1.6,1.4,1.532885431,-1.4,1,0.535714286,0.2,4.2,0,-0.6,4.4,0,-4,1,2.376237624,4,5,0,-2.6,2.4,2.376237624,0,1,0,0,5,North American
Adam Yandiev,1988,1,986.1864948,1,0,0,1047.778044,0,1,30,0,0,0.175438596,-34,0.175438596,-54,0,-3,0,-2,0,0,0,-3.583333333,0,-33,0,-1,0.175438596,0,0.175438596,-2,0,-2,0,-30,0.014619883,-0.553030303,0.363636364,0.014619883,-0.587398374,0.329268293,0,-0.75,0.25,0,-0.634615385,0.365384615,0,-0.5,0.5,0.175438596,0,0,0.01754386,-0.1,0.8,0,-1,0,0,-0.789473684,0.210526316,European
