Fighter,dob,totalfights,elo,losestreak,winstreak,titlewins,oppelo,wins,losses,avg age,KD,KD differential,Sig. str.,Sig. str. differential,Total str.,Total str. differential,Td,Td differential,Sub. att,Sub. att differential,Rev.,Rev. differential,Ctrl,Ctrl differential,Head,Head differential,Body,Body differential,Leg,Leg differential,Distance,Distance differential,Clinch,Clinch differential,Ground,Ground differential,Sig. str.%,Sig. str.% differential,Sig. str.% defense,Total str.%,Total str.% differential,Total str.% defense,Td%,Td% differential,Td% defense,Head%,Head% differential,Head% defense,Body%,Body% differential,Body% defense,Leg%,Leg% differential,Leg% defense,Distance%,Distance% differential,Distance% defense,Clinch%,Clinch% differential,Clinch% defense,Ground%,Ground% differential,Ground% defense,Ethnicity
Josh Haynes,1977,3,954.2012199,3,0,0,3001.369655,0,3,88,0.266666667,-7,17.45137223,-402,27.68554016,-388,1.427956989,9,0,-4,0.108303249,1,1.314162494,1.033333333,9.186677536,-271,4.875447382,-131,3.389247312,0,11.65394201,-326,3.397430224,-99,2.4,23,0.290138398,-3.393589311,7.859155963,0.418841151,-2.713898202,7.406910347,0.334767025,2.116666667,13.2,0.17125206,-2.973764877,9.323422056,1.09778951,-2.600793651,1.871428571,0.987526882,-4.55,0.25,0.229711845,-3.538845622,8.327211612,0.724525168,-1.89473027,5.837412587,0.12,1.077777778,13.27777778,North American
Song Kenan,1990,9,1007.418759,1,0,0,8997.257704,5,4,272,22.80188165,58,1408.124736,-11534,1663.133095,-10627,6.821345708,-64,0,-16,1.066666667,0,7.692954965,-179.2666667,857.2140894,-3702,288.8971044,-2456,262.0135421,-5376,1215.090535,-11115,117.7699481,-272,75.26425299,-147,25.11225002,-11.15760303,138.127808,26.0623714,-6.413468422,133.9625706,2.273781903,-44.83333333,207.5,21.61716272,-5.559632431,169.3224924,33.65057817,14.54505493,92.23686779,21.25166153,-47.45694236,52.85758686,24.79657951,-11.01430429,142.4969852,15.05389142,-9.731206294,105.6362179,20.55299499,26.26547619,200.0333333,Asian
Morgan Charriere,1995,1,1016,0,1,0,1000,1,0,28,0.25974026,1,6.753246753,17,6.753246753,17,0,0,0,0,0,0,0.012987013,0.05,4.155844156,11,1.818181818,6,0.779220779,0,6.493506494,16,0.25974026,1,0,0,0.137821362,0.31110005,0.780487805,0.137821362,0.31110005,0.780487805,0,0,1,0.112320112,0.265765766,0.833333333,0.227272727,0.625,0.75,0.194805195,0.321428571,0.571428571,0.138159713,0.312402698,0.780487805,0.25974026,1,1,0,0,1,European
Alex Hunter,0,2,1031.263693,0,2,0,2000,2,0,3994,0,0,6.466666667,2,13.06666667,-10,0.733333333,1,0,-16,0.333333333,4,0,0,4.266666667,28,1.466666667,-31,0.733333333,5,1.8,13,1,-36,3.666666667,25,0.437037037,-0.154040404,1.818181818,0.500840336,-0.774042951,1.111111111,0.466666667,-2.2,1,0.377777778,1.833333333,4.2,0.6,0.333333333,0.666666667,0.733333333,5,5,0.6,3.666666667,4,0.2,-0.6,2,0.388888889,2.555555556,5,Unknown
Andrei Semenov,1977,2,999.3187999,1,0,0,2001.25427,1,1,50,0.142517815,1,2.319014776,-159,6.594549218,-581,0.321285141,-5,0.321285141,-33,0,0,0.911417642,-14.96666667,1.676444495,-69,0,-25,0.642570281,-65,2.033979147,-88,0.142517815,-20,0.142517815,-51,0.059494335,-2.12454963,2.268253968,0.119466764,-2.599064721,1.372932331,0.16064257,-2.25,0.75,0.048668423,-1.78576481,2.741821397,0,-3.666666667,1.333333333,0.128514056,-2.233333333,1.166666667,0.055943923,-1.97020202,2.438888889,0.071258907,-2.5,2,0.028503563,-2.4,2.4,European
Paul Rodriguez,0,1,984.7363068,1,0,0,1016,0,1,2001,0,0,1.846153846,1,1.846153846,1,0,0,0,-2,0,0,0,-0.533333333,0,-1,0,0,1.846153846,2,1.846153846,1,0,0,0,0,0.923076923,0.666666667,0.666666667,0.923076923,0.666666667,0.666666667,0,0,1,0,-0.333333333,0.666666667,0,0,1,0.923076923,1,1,0.923076923,0.666666667,0.666666667,0,0,1,0,0,1,North American
Raulian Paiva,1995,7,990.7499361,2,0,0,7121.565803,3,4,177,0.927835052,-52,489.1826544,-1982,546.2323888,-2617,6.6,-141,0.066666667,1,0,-25,9.142325315,-186.6666667,295.6286147,-1787,113.1237406,132,80.43029904,-327,459.4321389,-1391,23.48934708,34,6.261168385,-625,5.121506298,-24.55547254,62.48481668,5.510954831,-25.3991973,58.83346292,1.372222222,-2.861044511,116.5556222,3.341531389,-27.06415464,72.92560115,8.087364439,-30.59703386,31.3220202,10.01231369,-30.39601276,15.62121212,5.022995382,-23.20397548,65.1141273,5.808075601,27.19444444,84.44444444,1.961168385,-53.53571429,61.96428571,South American
Paul Bradley,1983,2,969.7199498,2,0,0,2021.060854,0,2,56,0,0,17.66666667,-78,19.66666667,-292,0.2,3,0,0,0,0,0.452222222,4.316666667,13,-26,2.733333333,-21,1.933333333,-31,14.26666667,-60,3.333333333,-7,0.066666667,-11,0.128797392,-0.500965944,2.567073171,0.135598566,-0.955953185,2.010068321,0.016666667,0.25,5,0.110752688,-0.30464744,3.034062237,0.259090909,-0.659090909,0.454545455,0.253333333,0.276190476,1.476190476,0.11591482,-0.452878755,2.80839895,0.235555556,-0.736507937,0.73015873,0.033333333,-3.5,1,North American
Spencer Fisher,1976,17,998.7093829,3,0,0,17195.95991,9,8,546,14.95485094,141,5231.310187,-1868,9431.551077,-14990,44.03624929,-3809,42.59614817,-249,7.777033493,-48,139.140462,-6310.283333,2363.522497,-5207,1580.941452,3890,1286.846237,-551,3520.23067,-5707,1320.515979,8932,390.5635385,-5093,64.5165957,49.88152671,1048.253307,89.36832815,69.31548196,826.7126877,22.60923575,-288.4750916,1157.658242,40.26888053,-23.50277531,1263.314273,119.8753506,252.8513361,639.095174,127.5229298,495.2212901,726.8426826,55.96760243,84.32075968,1202.228287,106.2219553,154.2819864,690.7841725,55.26230544,92.31027596,1144.907679,North American
Randy Couture,1963,24,1096.930977,1,0,10,25274.92137,16,8,983,11.56,-2377,14411.82364,70676,26811.96563,95366,740.3575849,6430,472.8652715,336,30.17822736,-419,2299.870563,19564.95,11410.65484,62104,1439.59719,1960,1561.571614,6612,5218.026468,2546,4818.425676,33862,4375.3715,34268,445.1627859,720.9018894,3002.078864,483.9032209,231.8247505,2165.286674,329.2231719,1546.233333,4294.866667,328.9148719,753.5381171,3375.952928,416.3134016,254.1963273,2009.394938,568.3080105,51.1,1448.333333,261.9418285,42.66152396,3481.630228,291.9487547,445.6626897,2540.510897,274.780085,-566.9240429,2207.793103,North American
Curtis Stout,1973,2,968.7363068,2,0,0,2000,0,2,59,0,0,3.487671233,-65,19.22328767,-257,0,-10,0,-8,0,0,0.043835616,-30.06666667,0,-21,1.97260274,-54,1.515068493,10,2.830136986,17,0,0,0.657534247,-82,0.536333986,0.134920635,1.611111111,0.657740813,0.312659668,0.929061785,0,-3,2,0,-1.464285714,3.535714286,0.657534247,-1,0,0.724200913,4.666666667,5,0.592694064,3.366666667,4.5,0,0,5,0.328767123,-1.554298643,1.445701357,North American
Nik Lentz,1984,25,1045.225142,3,0,0,25739.07328,14,9,754,79.41530343,-252,22831.39904,-13962,32238.24804,-12464,1063.548225,4411,380.7086461,2169,92.63137255,162,1575.939908,3681.1,14695.78187,-49049,4930.040059,22438,3205.577119,12649,13511.01569,-38195,4318.381757,16063,5002.001595,8170,263.3877569,-312.8905183,2584.536598,290.0815049,-266.2622337,2294.988522,161.7499735,-378.2927547,3741.52967,215.3126311,-618.9448747,2842.79891,406.8365972,174.8763123,1430.162517,428.9755879,1074.553934,2064.935897,213.8683625,-506.4344655,2838.854062,366.9549605,1075.730991,2839.659009,269.965792,-364.8387782,2724.64169,North American
Akira Corassani,1982,6,999.5039294,3,0,0,6134.215368,3,3,189,0,-78,296.0102245,-955,309.2956614,-1316,0.533333333,-2,0,-16,0,0,3.422040818,-20.75,196.9210763,-836,35.57392775,-235,63.51522052,116,276.8024354,-263,19.20778911,-403,0,-289,18.36310498,-11.78676778,45.08295945,18.59665641,-13.70273056,42.23117748,0.088888889,-7.757575758,81.90909091,16.97374262,-12.24590915,50.19232046,12.29575502,-14.57321937,29.61481481,11.82037744,-14.29614035,33.54385965,18.45547022,-3.977111355,52.79778808,4.546456018,-45.61040975,23.78959025,0,-85.33918129,5.660818713,European
Allen Berube,1974,1,983.3296897,1,0,0,985.4358729,0,1,33,0,0,0.916030534,0,5.954198473,15,0.458015267,2,0.229007634,0,0,-2,0.610687023,1.383333333,0.916030534,1,0,0,0,-1,0,-2,0,0,0.916030534,2,0.183206107,0.133333333,0.333333333,0.212649945,0.195238095,0.266666667,0.229007634,1,1,0.183206107,0.2,0.4,0,0,1,0,-1,0,0,-1,0,0,0,1,0.229007634,0.5,0.5,North American
Stevie Ray,1990,11,1043.460837,0,1,0,11262.97641,7,4,295,1.6,-145,1751.992085,2025,2171.549047,4727,23.13333333,-41,8.037130802,66,0,0,61.58666667,-157.25,996.4447257,1287,156.628692,-3403,598.918667,4141,1319.094194,-1019,108.2337553,394,324.664135,2650,25.7962199,-84.62410386,222.0586193,29.55630139,-64.34565989,210.370585,6.372222222,27.86904762,438.2857143,12.60917344,-107.912073,264.7714224,28.90241657,-71.80276668,144.0154151,76.01472833,-4.446428571,75.98214286,23.82224431,-92.53672071,235.1390415,18.57348077,-31.93612479,288.9857143,13.35116243,57.50495085,379.2685475,European
Blood Diamond,1988,3,954.2159817,3,0,0,3001.860257,0,3,103,0,0,43.41582734,219,69.21582734,138,0,-22,0,-1,0,0,0.523013589,-121.5666667,18.86666667,-66,18.54916067,199,6,86,20.46666667,32,22.94916067,233,0,-46,0.524222081,0.260240413,7.142712551,0.593300989,-0.63914504,5.207143475,0,-3.2,10.8,0.3323093,-1.187574124,7.827786378,0.862050655,-1.883573323,1.423076923,0.621428571,5.321428571,10,0.347662835,-0.088886724,8.696170747,0.841503014,2.578412446,6.193277311,0,-3.784090909,10.21590909,African
Nick Serra,1978,1,983.9660919,1,0,0,999.2636932,0,1,24,0,-1,0,-26,1.533333333,-44,0.066666667,1,0.133333333,2,0,0,0.115555556,-8.5,0,-24,0,-2,0,0,0,-3,0,-2,0,-21,0,-0.565217391,0.434782609,0.049462366,0.013674614,0.27173913,0.006666667,0.1,1,0,-0.558139535,0.441860465,0,-0.666666667,0.333333333,0,0,1,0,-0.333333333,0.666666667,0,-1,0,0,-0.6,0.4,North American
Toshiomi Kazama,1997,2,968.0013823,2,0,0,1984.030016,0,2,52,0,-6,21.33522727,-127,21.33522727,-127,0,0,0,0,0,0,0,-1.783333333,14.77272727,-119,2.8125,-24,3.75,16,21.33522727,-106,0,0,0,-21,1.18090176,-0.442178467,2.222337662,1.18090176,-0.442178467,2.222337662,0,0,5,1.039772727,-0.855920398,2.410746269,0.9375,0.4,1.4,0.9375,4,5,1.196022727,-0.369607843,2.230392157,0,0,5,0,-3.222222222,1.777777778,Asian
Mauricio Rua,1981,24,1006.954405,3,0,1,25102.39731,11,12,799,326.7230765,740,17207.44681,-20885,23212.05531,-34137,320.8224664,-229,9.774611872,-1204,0,-614,827.7659371,3974.383333,8430.974307,-30169,2761.435332,-18011,6015.037174,27295,14689.38616,-10241,701.6605985,-13642,1816.400054,2998,632.5862535,-112.5904287,2405.55623,687.9121584,-4.480951242,2080.420285,80.7637855,320.3579365,4168.722222,233.3902945,-563.0010974,2758.317062,646.4780227,-123.6402361,1554.281679,1026.578857,597.9882164,1385.638095,618.157158,20.59780027,2650.932873,121.7765805,-790.6516674,2463.50509,274.2448532,-758.1605814,2561.674752,South American
Brandon Jenkins,1991,2,970.1739755,2,0,0,2031.151241,0,2,61,0,-9,15.78440154,-277,24.77446589,-263,0,-14,0,0,0.068571429,1,0.124691549,-16.38333333,4.048597169,-258,2.642162162,-53,9.093642214,34,12.55866152,-59,3.088597169,-134,0.137142857,-84,0.368169536,-1.171392827,1.54339414,0.453712346,-0.68361517,1.49754425,0,-3.416666667,1.583333333,0.142237144,-2.188401562,1.869569453,0.570540541,-1.451388889,0.111111111,0.779006435,-0.15,0,0.32195686,-1.13810389,1.847490347,0.761863578,0.295652174,0.695652174,0.068571429,-1.911864407,2.088135593,North American
Kalib Starnes,1975,5,987.5237074,2,0,0,5112.720478,2,3,159,0,0,158.1139781,-2107,200.0505468,-2672,5.613590795,48,0.683766234,1,0.6,9,6.618416686,38.93333333,110.8516974,-735,35.389599,-272,11.8726817,-1100,99.73244475,-1676,45.80880611,-483,12.57272727,52,2.243493174,-6.203108278,27.75582371,2.423025124,-7.466295596,24.62367861,1.928015114,17.16666667,52,1.849879474,-2.542498581,36.04442916,3.324571846,-8.428030303,12.01641414,4.139348371,-9.007352941,4.992647059,1.792643053,-7.608255746,30.28148784,4.720873287,15.75699007,20.9855615,0.563196172,-3.933157895,45.65,North American
Aoriqileng,1993,6,1001.511719,0,1,0,5956.079264,3,3,174,5.614285714,18,443.5827381,1302,700.6208333,3425,8.480952381,-124,0,-108,0,0,19.1068254,-59.08333333,218.8666667,504,86.00416667,251,138.7119048,547,304.9970238,624,21.42857143,5,117.1571429,673,27.629617,27.31944817,53.10845212,27.92941807,22.41191508,43.63902631,4.553174603,7.135281385,69.05194805,3.674789864,-0.360783225,55.48100517,29.54097378,36.21963912,49.88181818,29.9422619,58.52857143,66.17142857,27.31948083,25.76445114,54.17383644,5.056849817,19.78131868,74.14285714,4.068770764,-3.100775194,49.66666667,Asian
Sean Sherk,1973,12,1065.575077,0,1,2,12484.53246,8,4,391,0,-145,1840.201106,-13630,3344.537304,-5776,143.8115669,2406,7.72,-1448,14.56,95,218.1861939,3573.9,1342.770181,-11267,201.3874841,-4426,296.0434409,2063,1345.40843,-17169,242.4609462,-107,252.3317298,3646,14.87146247,-57.29865228,364.5000479,19.05137448,-73.49994791,279.81002,12.84825337,141.7642472,566.5357143,12.17530094,-58.63362736,401.0765957,34.46458069,61.82930736,172.2293074,38.5919835,57.32987013,104.6298701,10.54996162,-95.97741722,387.1646675,23.43699136,-50.77828693,228.707684,15.30377921,56.43717975,460.6995192,North American
Sergey Khandozhko,1992,3,1019.436598,0,1,0,3094.906377,2,1,84,2.012612613,10,58.34234234,136,101.809009,566,1.03963964,-17,0,0,0,0,0.877267267,-39.98333333,39.25405405,24,13.38198198,65,5.706306306,47,55.52972973,165,0.866666667,-13,1.945945946,-16,0.538969997,0.350819527,8.459350649,0.636814802,0.457087526,7.097946578,0.984084084,-1.566666667,3.266666667,0.429392211,0.113673812,9.4692201,0.870403737,-4.792592593,1,1.261659842,-0.66969697,0,0.532255877,0.803515397,9.010893454,0.308333333,-5.263888889,4.111111111,0.389189189,-5.6,4.8,Slavic
Chas Skelly,1985,12,1069.229657,0,2,0,12134.6515,8,3,377,22.12523644,54,1581.844991,-5932,3125.564601,-4354,78.55603492,11,205.8179078,60,29.89793042,-111,317.0942184,1552.183333,1246.648182,-3000,304.7572402,-855,30.43956867,-2077,1095.566591,-2246,344.4392338,717,141.8391659,-4403,184.654473,17.02485584,357.3198138,194.9312335,36.6032846,282.4821664,27.65268176,-113.0995671,316.5909091,29.21079896,1.071784872,395.2874907,190.9170344,38.48344529,338.5405881,22.83393487,-200.6865079,242.3134921,178.3156928,1.604900034,390.2839643,52.44434139,219.4017316,449.6850649,31.07791213,-138.2177134,201.0680009,North American
Sean Woodson,1992,6,1041.423531,0,3,0,5933.676469,4,1,174,3.869691681,-30,534.5428738,1329,853.1509017,5353,9.6,88,2.866666667,39,0,-36,16.65099283,-7.266666667,305.7257708,1160,138.310064,473,90.50703898,-304,492.5085515,1390,36.92018615,118,5.114136126,-179,4.329813077,9.868979996,55.31404417,5.010773161,17.29047247,54.07366162,1.92,22.10308123,84.30308123,3.454430219,9.681561536,63.26781736,5.739243016,9.905538837,39.72557932,7.425626025,20.37022398,34.63726943,4.215078446,9.67163842,56.65282945,7.681158443,31.92771765,45.47089947,2.504712042,7.333333333,61,North American
Aaron Rosa,1983,3,985.3181949,1,0,0,3013.187199,1,2,85,0,0,22.11817298,-53,147.5742468,593,0,-5,0,0,0,0,0.242772919,-39.1,11.56462585,-153,8.870359572,113,1.683187561,-13,10.22274052,-80,11.89543246,101,0,-74,0.194592054,-5.625143442,5.583196945,2.592858988,-1.047175075,4.171447368,0,-0.65,13.35,0.136819847,-6.176451293,5.88181674,0.320526506,3.712330221,13.15789474,0.336637512,-5.026086957,4.173913043,0.121164856,-5.833584798,6.469824293,0.299121645,-5.651451862,4.042328042,0,-12.875,1.125,North American
Dorian Price,1977,1,984,1,0,0,1000,0,1,30,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,North American
Lodune Sincaid,1973,1,984,1,0,0,1000,0,1,32,0,0,3.045685279,-26,3.045685279,-26,0,0,0,0,0,0,0,0,0.913705584,-23,0,-8,2.131979695,5,3.045685279,-26,0,0,0,0,0.089578979,-0.144906743,0.56097561,0.089578979,-0.144906743,0.56097561,0,0,1,0.035142522,-0.250812568,0.633802817,0,-0.888888889,0.111111111,0.266497462,-0.125,0,0.089578979,-0.144906743,0.56097561,0,0,1,0,0,1,North American
Emily Ducote,1994,1,983.2636932,1,0,0,984,0,1,29,0,0,7.466666667,-20,7.8,-16,0,-1,0,0,0,0,0.012222222,-0.033333333,4.733333333,-35,1.4,9,1.333333333,6,7.066666667,-15,0.4,-5,0,0,0.027654321,-0.121770551,0.463414634,0.028363636,-0.110835777,0.463709677,0,-0.333333333,0.666666667,0.02211838,-0.163551402,0.504672897,0.042424242,-0.03030303,0.333333333,0.057971014,-0.130434783,0,0.02697201,-0.116971571,0.478448276,0.05,-0.035714286,0.214285714,0,0,1,North American
Ronald Jhun,1970,1,983.3211396,1,0,0,985.2498775,0,1,34,0,-1,1.273209549,-4,3.183023873,-18,0.159151194,1,0,-2,0,-1,0.061007958,-3.95,0.159151194,-7,0.477453581,0,0.636604775,3,0.795755968,-1,0.477453581,2,0,-5,0.079575597,0.02,0.52,0.109759444,0.045587376,0.355932203,0.159151194,1,1,0.031830239,-0.2,0.6,0.095490716,-0.15,0.25,0.106100796,-0.333333333,0,0.066312997,-0.011904762,0.571428571,0.119363395,0.25,0.5,0,-0.555555556,0.444444444,Asian
Dalcha Lungiambula,1987,7,951.4860193,4,0,0,6961.623888,2,5,237,0.093457944,-39,499.0038148,-1735,723.2255632,-1425,23.06522713,113,0,-34,0,0,30.27785586,54.56666667,324.126536,-1009,120.3996108,-753,54.47766795,27,285.1462382,-1314,132.8386696,-182,81.01890695,-239,10.07536221,-2.524070031,71.10040604,11.6890325,2.778705231,66.54696648,14.16166813,64.98333333,132.4166667,7.826098561,-3.62421926,88.25228689,14.18264447,-21.97953746,22.63333333,12.45017587,24.35,67.68333333,8.835216655,-2.162553378,78.9023328,8.152534645,-47.18141026,32.19358974,10.78360186,-2.725046451,79.62222222,African
Rousimar Palhares,1980,12,1057.417523,0,1,0,12278.81502,8,4,365,4.266666667,-246,848.6906858,-3164,1321.479368,582,38.82326367,82,730.5366736,555,10.01516966,48,72.98752533,-19.15,242.8532425,-4871,99.52167225,202,506.3157711,1505,742.2926818,-940,18.73333333,23,87.66467066,-2247,64.34363124,-51.3459364,411.8106125,78.37098013,-15.39016751,377.4663032,29.31851317,-38.2,432,12.35315504,-127.6143915,422.1092045,39.33003107,-48.33333333,403,92.80093199,70.26666667,492,69.64207201,28.45601192,488.6392243,4.7,-11.94444444,567.5555556,3.8650602,-147.4825911,450.2048459,South American
Mairbek Taisumov,1988,9,1070.698767,1,0,0,9127.383414,7,2,250,57.34147001,115,984.0271889,-3473,996.8733428,-3685,6.013806706,25,0,0,0,0,6.315309408,-15.91666667,678.7962289,-2378,101.3671175,-1487,203.8638425,392,891.4922971,-3694,12.21972387,-110,80.31516798,331,36.61918587,41.24859662,206.5742798,36.72337991,41.53058243,205.6389397,2.887855734,15.62337662,283.9090909,34.88342803,41.75655694,222.4223514,11.30616408,-10.93324385,176.9782609,66.95817542,69.83154762,109.3166667,36.04349308,39.47386876,206.6716514,7.122130178,-8.652014652,211.0761905,13.15090928,31.19413919,280.5714286,Dagestani
Michael Chiesa,1987,18,1065.874588,3,0,1,19045.55389,11,7,537,0.901502504,9,3450.817174,7819,7384.057268,31236,458.6133647,2690,213.968937,-491,13.66068163,-59,783.9898869,5328.1,2723.624125,13982,586.6475336,674,140.5455151,-6837,1949.575239,-2678,501.1745128,332,1000.067422,10165,136.1094537,-105.6851235,1126.239325,171.1957314,-95.54959268,851.0337413,165.4895364,818.4154762,1627.672619,123.9611147,156.3907132,1484.583612,124.642951,-566.6701739,417.126546,65.5870381,-571.8803419,782.6196581,127.0826959,-101.4060099,1259.70599,117.4603503,62.28849206,1231.533333,79.75342902,214.2826007,1538.223077,North American
Wellington Turman,1996,9,961.5290995,3,0,0,9110.611607,3,6,226,0,-9,1114.061272,-2816,1616.349026,-1829,20.49973046,-445,14.50539846,-92,0,-3,69.65704216,-170.05,655.7300642,-2369,181.0100616,-1184,277.3211466,737,930.8937255,-1160,131.6683555,67,51.49919137,-1723,22.02888799,13.02792233,123.8517709,23.16129359,14.94220487,110.9894858,14.65634421,-88.28715729,92.36363636,15.66112726,-5.729273975,151.385456,28.4688136,8.953670283,67.50419363,28.71987153,0.621863799,40.5,21.06924738,31.33489112,151.2006163,24.02925508,-51.73223443,35.61538462,10.06097634,-55.46939103,136.3639423,South American
Amir Sadollah,1980,11,1006.493226,2,0,1,11041.10627,6,5,336,0,-4,2127.804359,1071,2734.177985,-771,19.13096647,-977,6.059340659,83,0,0,50.14512163,-2415.1,1082.223791,-7885,449.5772894,2620,596.0032782,6336,1470.651696,2497,435.383432,2458,221.7692308,-3884,17.76570005,-13.60797859,274.309206,20.31865611,-5.672186018,245.9696708,8.665483235,-100.9,313.1,13.07228585,-48.92416593,298.9846308,23.54780814,-27.82926499,155.0152735,32.00987917,43.17460095,160.7472527,15.72048446,-17.07405149,297.7785209,24.82448985,92.20333697,252.4235632,17.59374012,-36.88083569,226.6812899,Middle Eastern
Alex Oliveira,1988,22,1000.256546,4,0,0,22654.20813,11,10,655,75.84777306,-380,12719.29856,-4907,16698.54246,-33927,452.1900431,1780,134.7801041,-248,21.11310592,-641,785.968287,-1482.65,6859.857239,-11373,2828.483756,13228,3030.957561,-6762,8589.140301,8322,1565.587166,1824,2564.571089,-15053,454.7473599,-144.4069901,1668.819204,503.0193467,-241.0598801,1359.273637,123.4144168,222.8943182,2938.533333,356.8215022,-295.8591232,2102.962416,423.0538229,193.6831727,1320.513518,452.1343153,-18.94816295,600.7710678,374.3149187,-81.4934413,1955.961689,218.7107198,182.2819273,1986.946499,408.3478286,13.7702797,1792.725583,South American
Takashi Sato,1990,7,959.1037947,4,0,0,7157.552765,2,5,215,11.40873016,-75,453.212641,-1556,552.2846135,-6420,6.868997669,-144,0,-45,3.266666667,-49,10.05306565,-664.9333333,306.3566088,-930,139.3358326,-569,7.520199675,-57,200.415022,-843,49.31746032,194,203.4801587,-907,25.26375611,-25.18170193,51.197709,25.73493865,-24.41338624,44.98690307,1.256721057,-33.93055556,87.73611111,12.41823359,-30.12891765,63.27549774,53.98296512,-3.121303258,33.61203008,3.771836927,-42.2375,52.2625,21.30472214,-31.24584619,63.37450549,3.115410053,-22.82916667,70.9,12.83325762,-52.15899123,46.05263158,Asian
