Title,Winner,Loser,Draw,Method,Round,Time,Time Format,Referee,Details,Date,Red Fighter,Red KD,Red Sig. str.,Red Total str.,Red Td,Red Sub. att,Red Rev.,Red Ctrl,Red Head,Red Body,Red Leg,Red Distance,Red Clinch,Red Ground,Blue Fighter,Blue KD,Blue Sig. str.,Blue Total str.,Blue Td,Blue Sub. att,Blue Rev.,Blue Ctrl,Blue Head,Blue Body,Blue Leg,Blue Distance,Blue Clinch,Blue Ground,Red Sig. str.%,Red Total str.%,Red Td%,Red Head%,Red Body%,Red Leg%,Red Distance%,Red Clinch%,Red Ground%,Blue Sig. str.%,Blue Total str.%,Blue Td%,Blue Head%,Blue Body%,Blue Leg%,Blue Distance%,Blue Clinch%,Blue Ground%
Flyweight Bout,Rafael Estevam,Charles Johnson,False,Decision - Unanimous,3,5.0,,Chris Tognoni,,"November 18, 2023",Charles Johnson,0.0,72.0,116.0,0.0,0.0,1.0,0.7166666666666667,38.0,27.0,7.0,53.0,18.0,1.0,Rafael Estevam,0.0,18.0,35.0,3.0,1.0,0.0,9.383333333333333,10.0,6.0,2.0,11.0,3.0,4.0,0.6605504587155964,0.7204968944099379,0.0,0.5507246376811594,0.8181818181818182,1.0,0.6625,0.6923076923076923,0.3333333333333333,0.4186046511627907,0.45454545454545453,0.13636363636363635,0.35714285714285715,0.5,0.6666666666666666,0.3548387096774194,0.6,0.5714285714285714
UFC Light Heavyweight Title Bout,Alex Pereira,Jiri Prochazka,False,KO/TKO,2,4.133333333333334,,Marc Goddard,,"November 11, 2023",Jiri Prochazka,0.0,30.0,44.0,1.0,0.0,0.0,2.75,18.0,7.0,5.0,26.0,2.0,2.0,Alex Pereira,1.0,38.0,49.0,0.0,1.0,0.0,0.13333333333333333,21.0,5.0,12.0,22.0,4.0,12.0,0.5660377358490566,0.6285714285714286,0.3333333333333333,0.4864864864864865,0.7,0.8333333333333334,0.5306122448979592,1.0,1.0,0.6229508196721312,0.6805555555555556,0.0,0.5526315789473685,0.625,0.8,0.5116279069767442,1.0,0.8571428571428571
UFC Interim Heavyweight Title Bout,Tom Aspinall,Sergei Pavlovich,False,KO/TKO,1,1.15,,Dan Miragliotta,,"November 11, 2023",Sergei Pavlovich,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Tom Aspinall,1.0,10.0,10.0,0.0,0.0,0.0,0.03333333333333333,7.0,0.0,3.0,7.0,0.0,3.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.7,0.0,1.0,0.6363636363636364,0.0,1.0
Lightweight Bout,Benoit Saint Denis,Matt Frevola,False,KO/TKO,1,1.5166666666666666,,Mike Beltran,,"November 11, 2023",Matt Frevola,0.0,5.0,7.0,2.0,0.0,0.0,0.4166666666666667,2.0,3.0,0.0,4.0,1.0,0.0,Benoit Saint Denis,1.0,6.0,10.0,0.0,0.0,1.0,0.31666666666666665,3.0,1.0,2.0,4.0,0.0,2.0,0.5555555555555556,0.5833333333333334,1.0,0.3333333333333333,1.0,0.0,0.5,1.0,0.0,0.5454545454545454,0.6666666666666666,0.0,0.42857142857142855,0.5,1.0,0.4444444444444444,0.0,1.0
Featherweight Bout,Diego Lopes,Pat Sabatini,False,KO/TKO,1,1.5,,Keith Peterson,,"November 11, 2023",Diego Lopes,1.0,13.0,13.0,0.0,0.0,0.0,0.03333333333333333,11.0,2.0,0.0,4.0,3.0,6.0,Pat Sabatini,0.0,7.0,10.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,5.0,1.0,1.0,0.7222222222222222,0.7222222222222222,0.0,0.7333333333333333,1.0,0.0,0.5,1.0,0.8571428571428571,0.5833333333333334,0.625,0.0,0.42857142857142855,0.75,1.0,0.5,1.0,1.0
Flyweight Bout,Steve Erceg,Alessandro Costa,False,Decision - Unanimous,3,5.0,,Marc Goddard,,"November 11, 2023",Steve Erceg,0.0,74.0,104.0,1.0,1.0,1.0,6.483333333333333,41.0,25.0,8.0,43.0,26.0,5.0,Alessandro Costa,0.0,54.0,85.0,1.0,0.0,0.0,1.2333333333333334,31.0,14.0,9.0,35.0,19.0,0.0,0.592,0.6419753086419753,0.125,0.47126436781609193,0.8333333333333334,1.0,0.4725274725274725,0.9285714285714286,0.8333333333333334,0.5567010309278351,0.6589147286821705,0.16666666666666666,0.44285714285714284,0.8235294117647058,0.9,0.4605263157894737,0.9047619047619048,0.0
Lightweight Bout,Mateusz Rebecki,Roosevelt Roberts,False,Submission,1,3.1333333333333333,,Mike Beltran,,"November 11, 2023",Mateusz Rebecki,0.0,10.0,28.0,2.0,1.0,0.0,2.2333333333333334,7.0,0.0,3.0,3.0,0.0,7.0,Roosevelt Roberts,0.0,2.0,6.0,0.0,0.0,1.0,0.21666666666666667,1.0,0.0,1.0,2.0,0.0,0.0,0.625,0.7368421052631579,1.0,0.6363636363636364,0.0,0.75,0.3333333333333333,0.0,1.0,0.2857142857142857,0.5,0.0,0.2,0.0,1.0,0.2857142857142857,0.0,0.0
Lightweight Bout,,,True,Decision - Majority,3,5.0,,Keith Peterson,,"November 11, 2023",Nazim Sadykhov,1.0,91.0,109.0,4.0,0.0,0.0,3.533333333333333,65.0,19.0,7.0,66.0,5.0,20.0,Viacheslav Borshchev,0.0,143.0,144.0,0.0,0.0,0.0,0.16666666666666666,87.0,30.0,26.0,141.0,2.0,0.0,0.4396135265700483,0.4780701754385965,0.5714285714285714,0.37790697674418605,0.7307692307692307,0.7777777777777778,0.37714285714285717,0.625,0.8333333333333334,0.5933609958506224,0.5950413223140496,0.0,0.4887640449438202,0.8823529411764706,0.896551724137931,0.5899581589958159,1.0,0.0
Lightweight Bout,Jared Gordon,Mark Madsen,False,KO/TKO,1,4.7,,Marc Goddard,,"November 11, 2023",Jared Gordon,1.0,36.0,54.0,0.0,0.0,0.0,0.31666666666666665,27.0,5.0,4.0,22.0,10.0,4.0,Mark Madsen,0.0,35.0,46.0,0.0,0.0,0.0,1.0666666666666667,23.0,12.0,0.0,16.0,19.0,0.0,0.5454545454545454,0.6206896551724138,0.0,0.47368421052631576,1.0,1.0,0.43137254901960786,0.9090909090909091,1.0,0.6140350877192983,0.6666666666666666,0.0,0.5227272727272727,0.9230769230769231,0.0,0.43243243243243246,0.95,0.0
Catch Weight Bout,John Castaneda,Kyung Ho Kang,False,Decision - Unanimous,3,5.0,,Dan Miragliotta,,"November 11, 2023",John Castaneda,0.0,111.0,119.0,3.0,0.0,0.0,2.3,47.0,30.0,34.0,109.0,2.0,0.0,Kyung Ho Kang,0.0,88.0,88.0,0.0,0.0,0.0,0.0,59.0,17.0,12.0,82.0,6.0,0.0,0.6201117318435754,0.6363636363636364,0.375,0.4563106796116505,0.7692307692307693,0.918918918918919,0.6193181818181818,0.6666666666666666,0.0,0.43564356435643564,0.43349753694581283,0.0,0.34705882352941175,0.8947368421052632,0.9230769230769231,0.422680412371134,0.75,0.0
Flyweight Bout,Joshua Van,Kevin Borjas,False,Decision - Unanimous,3,5.0,,Mike Beltran,,"November 11, 2023",Joshua Van,0.0,156.0,165.0,2.0,0.0,0.0,1.05,92.0,49.0,15.0,153.0,3.0,0.0,Kevin Borjas,0.0,75.0,78.0,0.0,0.0,1.0,0.35,54.0,9.0,12.0,73.0,1.0,1.0,0.52,0.5305466237942122,0.5,0.4052863436123348,0.8596491228070176,0.9375,0.5186440677966102,0.6,0.0,0.38071065989847713,0.39,0.0,0.3176470588235294,0.75,0.8,0.37823834196891193,0.5,0.5
Featherweight Bout,Jamall Emmers,Dennis Buzukja,False,KO/TKO,1,0.8166666666666667,,Keith Peterson,,"November 11, 2023",Dennis Buzukja,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,Jamall Emmers,1.0,14.0,14.0,0.0,0.0,0.0,0.05,8.0,2.0,4.0,10.0,0.0,4.0,0.42857142857142855,0.42857142857142855,0.0,0.0,1.0,1.0,0.42857142857142855,0.0,0.0,0.7,0.7,0.0,0.6666666666666666,0.5,1.0,0.7142857142857143,0.0,0.6666666666666666
Heavyweight Bout,Jailton Almeida,Derrick Lewis,False,Decision - Unanimous,5,5.0,,Marc Goddard,,"November 04, 2023",Jailton Almeida,0.0,38.0,120.0,6.0,4.0,1.0,21.166666666666668,32.0,5.0,1.0,5.0,3.0,30.0,Derrick Lewis,0.0,20.0,28.0,0.0,0.0,0.0,0.95,17.0,3.0,0.0,2.0,1.0,17.0,0.6785714285714286,0.7843137254901961,0.4,0.6666666666666666,1.0,0.3333333333333333,0.7142857142857143,0.375,0.7317073170731707,0.5128205128205128,0.5185185185185185,0.0,0.5151515151515151,0.5,0.0,0.2,1.0,0.6071428571428571
Welterweight Bout,Nicolas Dalby,Gabriel Bonfim,False,KO/TKO,2,4.55,,Jason Herzog,,"November 04, 2023",Gabriel Bonfim,0.0,39.0,47.0,3.0,1.0,0.0,4.316666666666666,27.0,3.0,9.0,32.0,3.0,4.0,Nicolas Dalby,1.0,53.0,64.0,0.0,0.0,0.0,1.45,41.0,7.0,5.0,25.0,25.0,3.0,0.42857142857142855,0.4563106796116505,0.6,0.35064935064935066,0.75,0.9,0.4507042253521127,0.3333333333333333,0.36363636363636365,0.4690265486725664,0.5,0.0,0.4270833333333333,0.6363636363636364,0.8333333333333334,0.32894736842105265,0.7575757575757576,0.75
Heavyweight Bout,Rodrigo Nascimento,Don'Tale Mayes,False,Decision - Unanimous,3,5.0,,Osiris Maia,,"November 04, 2023",Rodrigo Nascimento,0.0,70.0,91.0,0.0,0.0,0.0,2.35,51.0,9.0,10.0,58.0,12.0,0.0,Don'Tale Mayes,0.0,79.0,105.0,0.0,0.0,0.0,0.65,39.0,30.0,10.0,55.0,24.0,0.0,0.45454545454545453,0.5055555555555555,0.0,0.38636363636363635,0.8181818181818182,0.9090909090909091,0.43283582089552236,0.6,0.0,0.4968553459119497,0.5526315789473685,0.0,0.3786407766990291,0.6818181818181818,0.8333333333333334,0.4296875,0.7741935483870968,0.0
Middleweight Bout,Caio Borralho,Abus Magomedov,False,Decision - Unanimous,3,5.0,,Marc Goddard,,"November 04, 2023",Caio Borralho,1.0,51.0,70.0,0.0,0.0,0.0,2.283333333333333,33.0,11.0,7.0,50.0,0.0,1.0,Abus Magomedov,0.0,38.0,39.0,0.0,0.0,0.0,0.0,19.0,14.0,5.0,38.0,0.0,0.0,0.49514563106796117,0.5555555555555556,0.0,0.4520547945205479,0.7333333333333333,0.4666666666666667,0.49019607843137253,0.0,1.0,0.35514018691588783,0.35454545454545455,0.0,0.25675675675675674,0.5833333333333334,0.5555555555555556,0.35514018691588783,0.0,0.0
Catch Weight Bout,Elves Brener,Kaynan Kruschewsky,False,KO/TKO,1,4.016666666666667,,Osiris Maia,,"November 04, 2023",Elves Brener,1.0,16.0,16.0,0.0,0.0,0.0,0.05,6.0,2.0,8.0,16.0,0.0,0.0,Kaynan Kruschewsky,0.0,8.0,8.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,8.0,0.0,0.0,0.48484848484848486,0.48484848484848486,0.0,0.3,0.6666666666666666,0.8,0.48484848484848486,0.0,0.0,0.25806451612903225,0.25806451612903225,0.0,0.24,0.3333333333333333,0.0,0.25806451612903225,0.0,0.0
Welterweight Bout,,,True,Decision - Majority,3,5.0,,Fernando Portella,,"November 04, 2023",Rinat Fakhretdinov,1.0,87.0,109.0,1.0,0.0,1.0,4.416666666666667,50.0,11.0,26.0,65.0,7.0,15.0,Elizeu Zaleski dos Santos,0.0,75.0,115.0,0.0,1.0,0.0,1.4,47.0,17.0,11.0,57.0,2.0,16.0,0.46774193548387094,0.5046296296296297,0.1111111111111111,0.3472222222222222,0.6875,1.0,0.4166666666666667,0.875,0.6818181818181818,0.4934210526315789,0.5450236966824644,0.0,0.415929203539823,0.6538461538461539,0.8461538461538461,0.4418604651162791,0.6666666666666666,0.8
Light Heavyweight Bout,Vitor Petrino,Modestas Bukauskas,False,KO/TKO,2,1.05,,Marc Goddard,,"November 04, 2023",Vitor Petrino,1.0,8.0,14.0,1.0,0.0,0.0,2.3,6.0,2.0,0.0,7.0,0.0,1.0,Modestas Bukauskas,0.0,9.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,9.0,0.0,0.0,0.3076923076923077,0.4117647058823529,0.5,0.2608695652173913,0.6666666666666666,0.0,0.3333333333333333,0.0,0.2,0.47368421052631576,0.5217391304347826,0.0,0.35714285714285715,0.0,0.8,0.47368421052631576,0.0,0.0
Lightweight Bout,Marc Diakiese,Kaue Fernandes,False,Decision - Split,3,5.0,,Jason Herzog,,"November 04, 2023",Kaue Fernandes,0.0,23.0,67.0,1.0,0.0,0.0,1.45,6.0,8.0,9.0,21.0,2.0,0.0,Marc Diakiese,0.0,13.0,65.0,3.0,0.0,1.0,8.633333333333333,11.0,2.0,0.0,7.0,2.0,4.0,0.5476190476190477,0.7282608695652174,1.0,0.3,0.6153846153846154,1.0,0.5526315789473685,0.5,0.0,0.40625,0.7065217391304348,0.375,0.4230769230769231,0.4,0.0,0.3888888888888889,0.5,0.4
UFC Lightweight Title Bout,Islam Makhachev,Alexander Volkanovski,False,KO/TKO,1,3.1,,Marc Goddard,,"October 21, 2023",Islam Makhachev,1.0,24.0,39.0,0.0,0.0,0.0,0.31666666666666665,13.0,9.0,2.0,7.0,8.0,9.0,Alexander Volkanovski,0.0,4.0,11.0,0.0,0.0,0.0,0.8166666666666667,0.0,1.0,3.0,3.0,1.0,0.0,0.8275862068965517,0.8478260869565217,0.0,0.8125,0.8181818181818182,1.0,0.6363636363636364,0.8888888888888888,1.0,0.6666666666666666,0.6111111111111112,0.0,0.0,1.0,0.75,0.6,1.0,0.0
Middleweight Bout,Khamzat Chimaev,Kamaru Usman,False,Decision - Majority,3,5.0,,Jason Herzog,,"October 21, 2023",Kamaru Usman,0.0,36.0,58.0,0.0,0.0,0.0,0.06666666666666667,27.0,6.0,3.0,33.0,1.0,2.0,Khamzat Chimaev,0.0,38.0,107.0,4.0,1.0,0.0,7.266666666666667,27.0,3.0,8.0,22.0,0.0,16.0,0.5454545454545454,0.6304347826086957,0.0,0.5192307692307693,0.6,0.75,0.5238095238095238,1.0,1.0,0.5428571428571428,0.7482517482517482,0.3333333333333333,0.5094339622641509,0.3333333333333333,1.0,0.41509433962264153,0.0,0.9411764705882353
Light Heavyweight Bout,,,False,Could Not Continue,1,3.216666666666667,,Daniel Movahedi,,"October 21, 2023",Magomed Ankalaev,0.0,13.0,16.0,1.0,0.0,0.0,1.1,7.0,3.0,3.0,7.0,1.0,5.0,Johnny Walker,0.0,14.0,17.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,14.0,0.0,0.0,0.6842105263157895,0.6956521739130435,1.0,0.5384615384615384,1.0,1.0,0.6363636363636364,1.0,0.7142857142857143,0.5185185185185185,0.5666666666666667,0.0,0.26666666666666666,0.5,0.9,0.5185185185185185,0.0,0.0
Middleweight Bout,Ikram Aliskerov,Warlley Alves,False,KO/TKO,1,2.1166666666666667,,Lukasz Bosacki,,"October 21, 2023",Ikram Aliskerov,1.0,26.0,26.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,26.0,0.0,0.0,Warlley Alves,0.0,12.0,12.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,12.0,0.0,0.0,0.7222222222222222,0.7222222222222222,0.0,0.6896551724137931,1.0,0.0,0.7222222222222222,0.0,0.0,0.75,0.75,0.0,0.5,1.0,0.8888888888888888,0.75,0.0,0.0
Bantamweight Bout,Said Nurmagomedov,Muin Gafurov,False,Submission,1,1.2166666666666666,,Marc Goddard,,"October 21, 2023",Said Nurmagomedov,0.0,5.0,5.0,0.0,1.0,0.0,0.05,2.0,2.0,1.0,5.0,0.0,0.0,Muin Gafurov,0.0,1.0,1.0,0.0,0.0,0.0,0.11666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.2857142857142857,1.0,0.5,0.45454545454545453,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
Flyweight Bout,Muhammad Mokaev,Tim Elliott,False,Submission,3,3.05,,Jason Herzog,,"October 21, 2023",Tim Elliott,0.0,30.0,71.0,1.0,2.0,0.0,2.3833333333333333,19.0,10.0,1.0,14.0,8.0,8.0,Muhammad Mokaev,0.0,14.0,118.0,3.0,1.0,0.0,8.4,8.0,3.0,3.0,10.0,1.0,3.0,0.6976744186046512,0.8160919540229885,1.0,0.6333333333333333,0.8333333333333334,1.0,0.5185185185185185,1.0,1.0,0.42424242424242425,0.8082191780821918,0.5,0.38095238095238093,0.375,0.75,0.3448275862068966,1.0,1.0
Lightweight Bout,Trevor Peek,Mohammad Yahya,False,Decision - Unanimous,3,5.0,,Daniel Movahedi,,"October 21, 2023",Mohammad Yahya,0.0,43.0,47.0,1.0,1.0,0.0,0.4,28.0,14.0,1.0,41.0,2.0,0.0,Trevor Peek,0.0,61.0,83.0,4.0,0.0,0.0,5.166666666666667,32.0,16.0,13.0,50.0,6.0,5.0,0.4673913043478261,0.4895833333333333,1.0,0.4,0.6666666666666666,1.0,0.45555555555555555,1.0,0.0,0.6288659793814433,0.6747967479674797,0.5714285714285714,0.5245901639344263,0.6956521739130435,1.0,0.6024096385542169,0.6666666666666666,1.0
Bantamweight Bout,,,False,Could Not Continue,2,0.25,,Lukasz Bosacki,,"October 21, 2023",Javid Basharat,0.0,30.0,33.0,1.0,0.0,0.0,0.48333333333333334,8.0,8.0,14.0,26.0,4.0,0.0,Victor Henry,0.0,25.0,30.0,0.0,0.0,0.0,0.23333333333333334,3.0,6.0,16.0,23.0,2.0,0.0,0.6976744186046512,0.717391304347826,0.25,0.38095238095238093,1.0,1.0,0.6666666666666666,1.0,0.0,0.6944444444444444,0.7317073170731707,0.0,0.3,1.0,0.8,0.6764705882352942,1.0,0.0
Middleweight Bout,Sedriques Dumas,Abu Azaitar,False,Decision - Unanimous,3,5.0,,Jason Herzog,,"October 21, 2023",Abu Azaitar,0.0,41.0,87.0,2.0,0.0,0.0,0.5333333333333333,21.0,13.0,7.0,31.0,3.0,7.0,Sedriques Dumas,0.0,34.0,72.0,1.0,0.0,0.0,4.166666666666667,11.0,5.0,18.0,31.0,0.0,3.0,0.3867924528301887,0.5686274509803921,0.5,0.2692307692307692,0.7222222222222222,0.7,0.34444444444444444,0.5,0.7,0.43037974683544306,0.6153846153846154,0.5,0.24444444444444444,0.45454545454545453,0.782608695652174,0.40789473684210525,0.0,1.0
Lightweight Bout,Mike Breeden,Anshul Jubli,False,KO/TKO,3,3.0,,Marc Goddard,,"October 21, 2023",Mike Breeden,1.0,92.0,94.0,0.0,0.0,0.0,0.016666666666666666,75.0,11.0,6.0,89.0,2.0,1.0,Anshul Jubli,0.0,103.0,104.0,0.0,0.0,0.0,0.08333333333333333,63.0,27.0,13.0,97.0,6.0,0.0,0.519774011299435,0.5193370165745856,0.0,0.47770700636942676,0.8461538461538461,0.8571428571428571,0.5114942528735632,1.0,1.0,0.5309278350515464,0.5333333333333333,0.0,0.43448275862068964,0.75,1.0,0.5359116022099447,0.46153846153846156,0.0
Featherweight Bout,Muhammad Naimov,Nathaniel Wood,False,Decision - Unanimous,3,5.0,,Lukasz Bosacki,,"October 21, 2023",Nathaniel Wood,0.0,50.0,70.0,2.0,0.0,0.0,2.7333333333333334,37.0,6.0,7.0,36.0,5.0,9.0,Muhammad Naimov,0.0,48.0,100.0,4.0,0.0,1.0,6.7,31.0,10.0,7.0,24.0,11.0,13.0,0.6944444444444444,0.7446808510638298,0.2857142857142857,0.6491228070175439,0.8571428571428571,0.875,0.6428571428571429,0.8333333333333334,0.9,0.5925925925925926,0.7142857142857143,0.4444444444444444,0.5166666666666667,0.7692307692307693,0.875,0.5,0.7857142857142857,0.6842105263157895
Middleweight Bout,Shara Magomedov,Bruno Silva,False,Decision - Unanimous,3,5.0,,Jason Herzog,,"October 21, 2023",Shara Magomedov,0.0,113.0,222.0,0.0,0.0,0.0,0.0,56.0,22.0,35.0,74.0,15.0,24.0,Bruno Silva,0.0,65.0,107.0,3.0,0.0,0.0,6.733333333333333,51.0,6.0,8.0,35.0,5.0,25.0,0.7337662337662337,0.8102189781021898,0.0,0.6086956521739131,0.9166666666666666,0.9210526315789473,0.6981132075471698,0.7142857142857143,0.8888888888888888,0.7142857142857143,0.7753623188405797,0.42857142857142855,0.6710526315789473,0.8571428571428571,1.0,0.625,1.0,0.8333333333333334
Featherweight Bout,Edson Barboza,Sodiq Yusuff,False,Decision - Unanimous,5,5.0,,Herb Dean,,"October 14, 2023",Sodiq Yusuff,1.0,178.0,206.0,1.0,0.0,0.0,3.933333333333333,126.0,14.0,38.0,148.0,15.0,15.0,Edson Barboza,1.0,164.0,178.0,3.0,0.0,0.0,3.066666666666667,71.0,89.0,4.0,134.0,25.0,5.0,0.5071225071225072,0.5188916876574308,0.5,0.44366197183098594,0.7,0.8085106382978723,0.4758842443729904,0.8333333333333334,0.6818181818181818,0.5061728395061729,0.5129682997118156,0.75,0.3480392156862745,0.7946428571428571,0.5,0.46206896551724136,0.9259259259259259,0.7142857142857143
Bantamweight Bout,Jonathan Martinez,Adrian Yanez,False,KO/TKO,2,2.433333333333333,,Kerry Hatley,,"October 14, 2023",Jonathan Martinez,2.0,36.0,36.0,0.0,0.0,0.0,0.31666666666666665,7.0,0.0,29.0,36.0,0.0,0.0,Adrian Yanez,0.0,20.0,20.0,0.0,0.0,0.0,0.16666666666666666,9.0,10.0,1.0,17.0,3.0,0.0,0.6206896551724138,0.6,0.0,0.4666666666666667,0.0,0.7073170731707317,0.6206896551724138,0.0,0.0,0.2777777777777778,0.273972602739726,0.0,0.15254237288135594,0.8333333333333334,1.0,0.25757575757575757,0.5,0.0
Middleweight Bout,Michel Pereira,Andre Petroski,False,KO/TKO,1,1.1,,Chris Tognoni,,"October 14, 2023",Andre Petroski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michel Pereira,1.0,6.0,6.0,0.0,0.0,0.0,0.06666666666666667,5.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.29411764705882354,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333
Bantamweight Bout,Christian Rodriguez,Cameron Saaiman,False,Decision - Unanimous,3,5.0,,Mark Smith,,"October 14, 2023",Christian Rodriguez,0.0,83.0,92.0,3.0,2.0,1.0,3.2,64.0,18.0,1.0,63.0,13.0,7.0,Cameron Saaiman,0.0,73.0,87.0,0.0,1.0,0.0,1.4333333333333333,38.0,14.0,21.0,65.0,8.0,0.0,0.515527950310559,0.5317919075144508,0.5,0.45390070921985815,0.9473684210526315,1.0,0.48091603053435117,0.6190476190476191,0.7777777777777778,0.41714285714285715,0.453125,0.0,0.3140495867768595,0.6666666666666666,0.6363636363636364,0.40625,0.5333333333333333,0.0
Featherweight Bout,Darren Elkins,TJ Brown,False,Submission,3,2.3833333333333333,,Kerry Hatley,,"October 14, 2023",Darren Elkins,0.0,11.0,95.0,5.0,2.0,1.0,8.15,8.0,3.0,0.0,11.0,0.0,0.0,TJ Brown,0.0,15.0,45.0,2.0,0.0,1.0,1.4833333333333334,11.0,1.0,3.0,15.0,0.0,0.0,0.3333333333333333,0.6506849315068494,0.625,0.27586206896551724,1.0,0.0,0.34375,0.0,0.0,0.3,0.5232558139534884,1.0,0.24444444444444444,0.5,1.0,0.30612244897959184,0.0,0.0
Lightweight Bout,Terrance McKinney,Brendon Marotte,False,KO/TKO,1,0.3333333333333333,,Herb Dean,,"October 14, 2023",Terrance McKinney,1.0,14.0,14.0,0.0,0.0,0.0,0.25,14.0,0.0,0.0,0.0,1.0,13.0,Brendon Marotte,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.6842105263157895,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Bantamweight Bout,Chris Gutierrez,Alatengheili,False,Decision - Unanimous,3,5.0,,Kerry Hatley,,"October 14, 2023",Chris Gutierrez,0.0,110.0,115.0,0.0,0.0,0.0,0.13333333333333333,44.0,10.0,56.0,110.0,0.0,0.0,Alatengheili,0.0,38.0,39.0,2.0,0.0,0.0,0.85,25.0,10.0,3.0,38.0,0.0,0.0,0.5583756345177665,0.5665024630541872,0.0,0.4583333333333333,0.5,0.691358024691358,0.5641025641025641,0.0,0.0,0.2857142857142857,0.291044776119403,0.5,0.23148148148148148,0.47619047619047616,0.75,0.2923076923076923,0.0,0.0
Lightweight Bout,Bobby Green,Grant Dawson,False,KO/TKO,1,0.55,,Keith Peterson,,"October 07, 2023",Grant Dawson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bobby Green,1.0,7.0,7.0,0.0,0.0,0.0,0.08333333333333333,7.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.6363636363636364,0.0,0.7,0.0,0.0,0.25,0.0,0.8571428571428571
Middleweight Bout,Joe Pyfer,Abdul Razak Alhassan,False,Submission,2,2.0833333333333335,,Mark Smith,,"October 07, 2023",Joe Pyfer,0.0,26.0,26.0,3.0,2.0,0.0,1.1166666666666667,15.0,9.0,2.0,24.0,2.0,0.0,Abdul Razak Alhassan,0.0,11.0,11.0,0.0,1.0,0.0,0.13333333333333333,4.0,2.0,5.0,11.0,0.0,0.0,0.41935483870967744,0.4126984126984127,0.75,0.3191489361702128,0.75,0.6666666666666666,0.4,1.0,0.0,0.39285714285714285,0.39285714285714285,0.0,0.26666666666666666,0.6666666666666666,0.5,0.4074074074074074,0.0,0.0
Welterweight Bout,Joaquin Buckley,Alex Morono,False,Decision - Unanimous,3,5.0,,Kerry Hatley,,"October 07, 2023",Alex Morono,0.0,40.0,54.0,1.0,0.0,0.0,0.21666666666666667,29.0,10.0,1.0,37.0,3.0,0.0,Joaquin Buckley,0.0,68.0,77.0,2.0,0.0,0.0,2.35,41.0,24.0,3.0,55.0,2.0,11.0,0.28368794326241137,0.33540372670807456,0.5,0.23770491803278687,0.5882352941176471,0.5,0.2781954887218045,0.375,0.0,0.38636363636363635,0.41397849462365593,0.5,0.30597014925373134,0.6666666666666666,0.5,0.3900709219858156,0.2222222222222222,0.4230769230769231
Lightweight Bout,Drew Dober,Ricky Glenn,False,KO/TKO,1,2.6,,Chris Tognoni,,"October 07, 2023",Drew Dober,1.0,30.0,30.0,0.0,0.0,0.0,0.5166666666666667,19.0,7.0,4.0,20.0,2.0,8.0,Ricky Glenn,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.5660377358490566,0.5660377358490566,0.0,0.475,0.7777777777777778,1.0,0.5263157894736842,0.6666666666666666,0.6666666666666666,0.22727272727272727,0.22727272727272727,0.0,0.13333333333333333,0.42857142857142855,0.0,0.22727272727272727,0.0,0.0
