id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_losestreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,fighter_titlewins,fighter_age_deviation,fighter_elo,fighter_opp_avg_elo,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_losestreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,opponent_titlewins,opponent_age_deviation,opponent_elo,opponent_opp_avg_elo,result,method,round,time
4855,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Jim Alers,145 lbs.,"5' 9""","71""","Oct 14, 1986",1,-22,1,0,1.0,2,0,2,2,13-3-0 (1 NC),0,0,916.0,1030.5304984710244,976.7347507644877,Chas Skelly,145 lbs.,"5' 11""","72""","May 11, 1985",0,-6.5,0.25,1.75,0.5,2,0,4,2,19-3-0 (1 NC),0,0,1584.0,1002.9697561510786,1000.5556637176435,loss,KO/TKO,2,4:59
4856,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Ray Borg,135 lbs.,"5' 4""","63""","Aug 04, 1993",0,-16,2,2,0.5,2,0,4,2,13-5-0,0,0,1492.0,1007.6447731280283,1028.722350079342,Chris Kelades,125 lbs.,"5' 7""","68""","Feb 21, 1981",0,24,-1,1,1.0,2,0,2,2,9-3-0,0,0,3153.0,1033.3185448233512,1006.4316232072105,win,SUB,3,2:56
4857,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Rodrigo de Lima,155 lbs.,"5' 7""",--,"Mar 12, 1991",-1,-25,-1,2,0.0,0,2,2,0,8-3-1,0,0,616.0,973.1882769092543,1063.312945546802,Efrain Escudero,155 lbs.,"5' 9""","71""","Jan 15, 1986",0.4444444444444444,3.6666666666666665,0.4444444444444444,-0.1111111111111111,0.4444444444444444,0,4,9,4,28-12-0,2,2,1343.0,981.1140786892721,1018.4376220311905,loss,U-DEC,3,5:00
4858,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Tim Elliott,125 lbs.,"5' 7""","66""","Dec 24, 1986",0.16666666666666666,16.333333333333332,2.1666666666666665,1,0.3333333333333333,0,2,6,2,20-12-1,0,0,860.0,979.5371495759914,1036.2323319645695,Zach Makovsky,125 lbs.,"5' 4""","64""","Apr 19, 1983",0,4.75,3.5,0,0.75,0,1,4,3,20-8-0,0,0,2317.0,1032.6240139993583,1021.2866845304238,loss,U-DEC,3,5:00
4859,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Benson Henderson,170 lbs.,"5' 9""","70""","Nov 16, 1983",0,18.68421052631579,1.263157894736842,-0.7894736842105263,0.7894736842105263,0,2,19,15,24-7-0,9,7,2261.0,1165.1989833764878,1092.1974870733932,Brandon Thatch,170 lbs.,"6' 2""","74""","Jul 11, 1985",1.6666666666666667,12.333333333333334,0.3333333333333333,0,1.0,3,0,3,3,11-5-0,0,0,1223.0,1019.5679509682518,1666.5747534953955,win,SUB,4,3:58
4860,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Max Holloway,145 lbs.,"5' 11""","69""","Dec 04, 1991",0.6153846153846154,23.384615384615383,-1.3846153846153846,-0.3076923076923077,0.6923076923076923,6,0,13,9,25-7-0,0,0,785.0,1082.0531485079198,1010.8537319394801,Cole Miller,145 lbs.,"6' 1""","73""","Apr 26, 1984",0.11764705882352941,-2.764705882352941,-0.5882352941176471,1.2352941176470589,0.6470588235294118,2,0,17,11,21-11-0 (1 NC),0,0,1731.0,1052.6753514965103,1001.6363990739611,win,U-DEC,3,5:00
4861,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Daniel Kelly,185 lbs.,"6' 0""","70""","Oct 31, 1977",0,2,1,1,1.0,2,0,2,2,13-4-0,0,0,4396.0,1030.792074543293,979.5233336247074,Patrick Walsh,185 lbs.,"5' 11""",--,"Nov 28, 1988",0,-13,5,1,1.0,2,0,2,2,10-3-0,0,0,226.0,1030.5304984710244,976.7347507644877,win,U-DEC,3,5:00
4862,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Kiichi Kunimoto,170 lbs.,"5' 10""","71""","May 01, 1981",-0.5,-4.25,0.5,0,1.0,4,0,4,4,18-7-2 (1 NC),0,0,3070.0,1060.245485228782,987.3609642246046,Neil Magny,170 lbs.,"6' 3""","80""","Aug 03, 1987",0.18181818181818182,26.454545454545453,0.6363636363636364,-0.5454545454545454,0.8181818181818182,7,0,11,9,28-12-0,0,0,820.0,1096.326314477328,991.7862507323663,loss,SUB,3,1:22
4863,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Kevin Lee,170 lbs.,"5' 9""","77""","Sep 04, 1992",-0.5,6.25,2.25,-0.25,0.5,2,0,4,2,18-8-0,0,0,1067.0,1004.0668714283179,1006.2572912429157,Michel Prazeres,170 lbs.,"5' 6""","67""","Jul 25, 1981",0.2,-12.2,3.4,0,0.6,3,0,5,3,26-4-0,0,0,2804.0,1020.954037283033,1006.7785768875004,win,U-DEC,3,5:00
4864,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015",Cody Pfister,155 lbs.,"5' 10""","73""","Jul 12, 1990",0,-20,0,-1,0.0,0,1,1,0,13-6-1,0,0,142.0,982.5976263515939,986.8718751773815,James Moontasri,170 lbs.,"5' 10""","71""","Apr 10, 1988",0.6666666666666666,15.333333333333334,-2,-1,0.3333333333333333,1,0,3,1,9-5-0,0,0,681.0,986.8718751773815,1009.7093749408727,loss,SUB,2,1:49
4865,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Iuri Alcantara,135 lbs.,"5' 9""","71""","Aug 04, 1980",0.26666666666666666,5.533333333333333,-0.3333333333333333,0.4666666666666667,0.6666666666666666,3,0,15,10,35-10-0 (1 NC),0,0,3333.0,1092.842344098224,1014.3229525966467,Frankie Saenz,135 lbs.,"5' 6""","66""","Aug 12, 1980",0,42,5,0,1.0,2,0,2,2,13-7-0,0,0,3297.0,1030.5304984710244,976.7347507644877,loss,U-DEC,3,5:00
4866,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Sam Alvey,185 lbs.,"6' 2""","75""","May 06, 1986",0,-1.3333333333333333,-0.6666666666666666,0,0.3333333333333333,1,0,3,1,33-18-1 (1 NC),0,0,1287.0,985.127777396811,996.1880171078107,Cezar Ferreira,185 lbs.,"6' 1""","78""","Feb 15, 1985",0.2857142857142857,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.8571428571428571,1,0,7,6,13-8-0,2,2,1600.0,1070.5999203063768,1000.2622330711656,win,KO/TKO,1,3:34
4867,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Jessica Andrade,115 lbs.,"5' 1""","62""","Sep 25, 1991",0,8,-0.16666666666666666,0.3333333333333333,0.6666666666666666,4,0,6,4,24-12-0,0,0,736.0,1033.2446893812764,992.3968454332511,Marion Reneau,135 lbs.,"5' 6""","68""","Jun 20, 1977",0,57,0,0,1.0,2,0,2,2,9-8-1,0,0,4586.0,1027.8739306203415,948.2337230430078,loss,SUB,1,1:54
4868,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Edson Barboza,145 lbs.,"5' 11""","75""","Jan 21, 1986",0.6923076923076923,8.461538461538462,0,-0.3076923076923077,0.8461538461538461,2,0,13,11,23-11-0,0,0,1407.0,1128.3199042353485,1030.3205467114317,Michael Johnson,155 lbs.,"5' 10""","73""","Jun 04, 1986",0.6666666666666666,8.75,-0.75,-0.5833333333333334,0.5833333333333334,3,0,12,7,22-19-0,2,0,1014.0,1054.561200765938,1036.0555827533015,loss,U-DEC,3,5:00
4869,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Mike de la Torre,145 lbs.,"5' 11""","71""","Sep 22, 1986",0,-5,-1.5,-1,0.0,0,2,4,0,14-7-0 (1 NC),0,0,1044.0,975.2931068891257,1029.2757886995505,Tiago dos Santos e Silva,145 lbs.,"5' 9""","70""","Apr 12, 1987",0,32,-2,0,1.0,2,0,2,2,20-7-2 (1 NC),0,0,842.0,1030.5304984710244,976.7347507644877,win,KO/TKO,1,2:59
4870,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Matt Dwyer,170 lbs.,"6' 4""","76""","Dec 17, 1989",-2,-4,0,0,0.0,0,2,2,0,9-4-0,0,0,68.0,968.3779132763153,1011.6369189199696,William Macario,170 lbs.,"5' 11""","75""","Jul 01, 1991",0,14.25,0.75,-0.5,0.25,0,1,4,1,9-3-0,2,0,608.0,977.4643611663555,1043.6516851792126,win,KO/TKO,1,3:14
4871,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Cody Gibson,135 lbs.,"5' 10""","71""","Sep 11, 1987",0.5,-5.5,0.25,-1.25,0.25,0,1,4,1,20-9-0,0,0,753.0,973.50621035828,1022.1561787673845,Douglas Silva de Andrade,135 lbs.,"5' 7""","68""","Jun 22, 1985",0,-8,-3,0,0.0,0,2,2,0,29-5-0 (1 NC),0,0,1340.0,969.4695015289755,1023.2652492355122,loss,U-DEC,3,5:00
4872,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Ivan Jorge,155 lbs.,"5' 9""","73""","Nov 07, 1980",0,16.333333333333332,1,0,0.6666666666666666,0,1,3,2,27-7-0,0,0,3028.0,1005.1538265571871,928.5160320337492,Josh Shockley,155 lbs.,"6' 1""",--,"Nov 15, 1989",0,-4,-2,1,0.0,0,2,2,0,11-4-0,0,0,148.0,969.4695015289755,1023.2652492355122,win,U-DEC,3,5:00
4873,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Rustam Khabilov,155 lbs.,"5' 8""","73""","Nov 04, 1986",0,2.2,3.4,-0.2,0.8,0,1,5,4,24-4-0,0,0,952.0,1056.9309351949862,1061.0332273046163,Adriano Martins,155 lbs.,"5' 10""","72""","Dec 16, 1982",0.5,-7.166666666666667,-0.3333333333333333,0.16666666666666666,0.6666666666666666,2,0,6,4,28-9-0,0,0,2400.0,1021.3293939412413,1170.6195714010976,loss,S-DEC,3,5:00
4874,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Frank Mir,264 lbs.,"6' 3""","79""","May 24, 1979",0.08,-9.92,0.64,0.96,0.64,0,4,25,16,18-11-0,5,2,3547.0,1099.6277003138005,1073.32254822893,Antonio Silva,264 lbs.,"6' 4""","82""","Sep 14, 1979",0.125,1.6875,0,0.375,0.625,0,2,16,10,19-12-1,1,0,3658.0,1092.8407947427443,1089.8193092335405,win,KO/TKO,1,1:40
4875,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015",Santiago Ponzinibbio,170 lbs.,"6' 0""","73""","Sep 26, 1986",0.5,-24,-2.5,0,0.5,2,0,4,2,30-7-0,0,0,1089.0,1005.309531932126,1014.5766730259547,Sean Strickland,185 lbs.,"6' 1""","76""","Feb 27, 1991",0,12,0.3333333333333333,0.6666666666666666,1.0,3,0,3,3,27-5-0,0,0,631.0,1049.9334839584537,1013.6801227569873,win,U-DEC,3,5:00
4876,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Roan Carneiro,170 lbs.,"5' 11""","76""","Jun 02, 1978",-0.25,-2.875,2.5,0.5,0.25,0,3,8,2,21-11-0,0,0,1929.0,957.4461485223383,1053.7449833535243,Mark Munoz,185 lbs.,"6' 0""","71""","Feb 09, 1978",-0.17647058823529413,9.235294117647058,0.35294117647058826,-0.6470588235294118,0.7058823529411765,0,2,17,12,14-6-0,0,0,4135.0,1106.539156035442,1061.7510215448187,win,SUB,1,1:40
4877,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Jake Ellenberger,170 lbs.,"5' 9""","71""","Mar 28, 1985",0.5714285714285714,0.7857142857142857,1.5714285714285714,-0.07142857142857142,0.5714285714285714,0,3,14,8,31-15-0,0,0,1699.0,1060.1976815928244,1088.5261485389358,Josh Koscheck,170 lbs.,"5' 10""","73""","Nov 30, 1977",-0.12,-2.68,1.24,-0.68,0.64,0,3,25,16,17-11-0,1,0,4010.0,1094.623405980958,1065.2393023234574,win,SUB,2,4:20
4878,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Tony Ferguson,155 lbs.,"5' 11""","76""","Feb 12, 1984",0.1111111111111111,6,0.3333333333333333,0.4444444444444444,0.8888888888888888,4,0,9,8,26-9-0,2,2,2130.0,1104.6921593906993,1017.2856298725333,Gleison Tibau,155 lbs.,"5' 10""","71""","Oct 07, 1983",-0.038461538461538464,-5.346153846153846,2.923076923076923,0.34615384615384615,0.6538461538461539,3,0,26,17,33-14-0,0,0,2301.0,1117.2107558490218,1029.2609084075777,win,SUB,1,2:37
4879,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Alan Jouban,170 lbs.,"6' 0""","73""","Nov 25, 1981",0.6666666666666666,10.666666666666666,-1,-0.3333333333333333,0.6666666666666666,0,1,3,2,17-7-0,0,0,2911.0,1014.5263526599788,999.9690355930144,Richard Walsh,170 lbs.,"6' 0""","73""","Dec 01, 1988",0.6666666666666666,47,3,-1.3333333333333333,0.6666666666666666,0,1,3,2,9-5-0,0,0,299.0,1015.1921914191922,1004.5716622525857,win,KO/TKO,1,2:19
4880,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",James Krause,170 lbs.,"6' 2""","73""","Jun 04, 1986",-0.5714285714285714,1.7142857142857142,-0.42857142857142855,-0.7142857142857143,0.2857142857142857,0,1,7,2,28-9-0,0,0,1217.0,975.3659015025457,1055.9713415144886,Valmir Lazaro,155 lbs.,"6' 0""","73""","Aug 15, 1985",-1,14,4,0,0.0,0,2,2,0,15-5-0,0,0,1475.0,972.2673270543255,1053.2954410452585,loss,S-DEC,3,5:00
4881,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Derrick Lewis,260 lbs.,"6' 3""","79""","Feb 07, 1985",0,7,0.25,0,0.75,0,1,4,3,27-11-0 (1 NC),0,0,1677.0,1031.394823606745,1012.1201410061252,Ruan Potts,247 lbs.,"6' 2""","75""","Feb 23, 1978",0,-20,-2.3333333333333335,1.3333333333333333,0.0,0,3,3,0,11-6-0,0,0,4212.0,954.3540340024954,1017.2832908359911,win,KO/TKO,2,3:18
4882,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Dhiego Lima,170 lbs.,"6' 2""","75""","Jan 31, 1989",-0.5,15,3,2,0.5,2,0,4,2,17-9-0,2,0,287.0,1002.6750486743172,998.9806444193191,Tim Means,170 lbs.,"6' 2""","75""","Feb 20, 1984",0.25,21.125,-1.5,0.125,0.625,2,0,8,5,32-15-1 (1 NC),0,0,2136.0,1032.245652220904,1017.6828196217027,loss,KO/TKO,1,2:17
4883,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Raquel Pennington,135 lbs.,"5' 7""","67""","Sep 05, 1988",0,12.666666666666666,0.16666666666666666,1,0.6666666666666666,0,1,6,4,15-9-0,0,0,547.0,1020.9470868794673,975.1002357713352,Holly Holm,135 lbs.,"5' 8""","69""","Oct 17, 1981",0,4,0,0,1.0,1,0,1,1,15-7-0,0,0,3062.0,1017.7759126873092,1020.9470868794673,loss,S-DEC,3,5:00
4884,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Ronda Rousey,135 lbs.,"5' 7""","66""","Feb 01, 1987",0.1111111111111111,3.4444444444444446,1.2222222222222223,1,1.0,9,0,9,9,12-2-0,6,6,891.0,1137.4524124852908,1031.135717749635,Cat Zingano,145 lbs.,"5' 6""","68""","Jul 01, 1982",0,14,-0.6666666666666666,-0.3333333333333333,1.0,3,0,3,3,10-4-0,0,0,2651.0,1053.0072389446525,1037.8797813190854,win,SUB,1,0:14
4885,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Roman Salazar,135 lbs.,"5' 7""",--,"Feb 21, 1988",0,-2,-1,-1,0.0,0,2,2,0,10-6-0 (1 NC),0,0,597.0,972.8212560679204,1059.3102061082368,Norifumi Yamamoto,135 lbs.,"5' 4""","66""","Mar 15, 1977",0.1111111111111111,2.3333333333333335,-2.2222222222222223,-0.3333333333333333,0.2222222222222222,0,3,9,2,18-6-0 (2 NC),0,0,3640.0,938.3977425642865,1020.5265651561687,nc,CNC,2,2:37
4886,UFC 184: Rousey vs Zingano,"Feb. 28, 2015",Alex Torres,145 lbs.,"5' 10""",--,"May 29, 1988",0,-4,1,0,0.0,0,1,1,0,5-4-0,0,0,646.0,984.0,1016.0,Masio Fullen,145 lbs.,"5' 10""","70""","Oct 06, 1986",0,4,-1,0,1.0,1,0,1,1,11-7-0,0,0,1247.0,1016.0,984.0,loss,S-DEC,3,5:00
4887,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Ryan Benoit,125 lbs.,"5' 5""","68""","Aug 25, 1989",0,-10,-2,-4,0.0,0,2,2,0,10-8-0,0,0,262.0,969.4695015289755,1023.2652492355122,Sergio Pettis,125 lbs.,"5' 6""","69""","Aug 18, 1993",-0.4,25.8,-1.4,1.4,0.8,2,0,5,4,18-5-0,0,0,1345.0,1038.8339804201557,966.7389898476813,win,KO/TKO,2,1:34
4888,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Matt Brown,170 lbs.,"6' 0""","75""","Jan 10, 1981",0.2631578947368421,14.157894736842104,-0.42105263157894735,0.5263157894736842,0.6842105263157895,0,1,19,13,26-19-0,0,0,3125.0,1105.4540688108862,1032.2039668573452,Johny Hendricks,185 lbs.,"5' 9""","69""","Sep 12, 1983",0.5,1.7777777777777777,2.5,0.4444444444444444,0.8333333333333334,0,1,18,15,18-8-0,3,1,2283.0,1172.5336427945135,1072.6075341999338,loss,U-DEC,3,5:00
4889,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Chris Cariaso,125 lbs.,"5' 3""","64""","May 27, 1981",0,18.352941176470587,-0.7058823529411765,0.17647058823529413,0.8235294117647058,0,1,17,14,17-8-0,1,0,3051.0,1090.3350238817252,1120.7867964950085,Henry Cejudo,135 lbs.,"5' 4""","64""","Feb 09, 1987",1,47,0,0,1.0,2,0,2,2,16-3-0,0,0,1044.0,1032.746436536851,1000.3336294973703,loss,U-DEC,3,5:00
4890,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Josh Copeland,265 lbs.,"6' 1""",--,"Oct 20, 1982",-1,-43,-1,0,0.0,0,2,2,0,12-4-0,0,0,2596.0,972.1260693796585,1051.7662769569924,Jared Rosholt,265 lbs.,"6' 2""","75""","Aug 04, 1986",-1,18.4,1.2,0,0.8,0,1,5,4,14-4-0,0,0,1212.0,1044.7252166787387,1007.8322669314039,loss,KO/TKO,3,3:12
4891,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Daron Cruickshank,155 lbs.,"5' 8""","72""","Jun 11, 1985",0.45454545454545453,1.3636363636363635,1.2727272727272727,-0.5454545454545454,0.6363636363636364,1,0,11,7,18-10-0 (1 NC),0,0,1651.0,1058.2013538208848,1018.6417540043531,Beneil Dariush,155 lbs.,"5' 10""","72""","May 06, 1989",0,-2.8,0.6,0.4,0.8,2,0,5,4,22-5-1,0,0,178.0,1045.2379016907607,997.2047708711896,loss,SUB,2,2:38
4892,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Germaine de Randamie,135 lbs.,"5' 9""","71""","Apr 24, 1984",0.3333333333333333,11.333333333333334,-2.1666666666666665,0.3333333333333333,0.6666666666666666,0,1,6,4,10-4-0,0,0,1663.0,1023.7225703940962,987.2550676944038,Larissa Pacheco,135 lbs.,"5' 7""",--,"Sep 07, 1994",0,-13,-1,-2,0.0,0,2,2,0,10-2-0,0,0,1814.0,969.7296939649456,1026.0410503293183,win,KO/TKO,2,2:02
4893,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Rafael Dos Anjos,170 lbs.,"5' 8""","70""","Oct 26, 1984",0.16666666666666666,4.666666666666667,0.8888888888888888,0.6666666666666666,0.6666666666666666,3,0,18,12,32-15-0,0,0,1880.0,1128.7722142967511,1058.9116612009332,Anthony Pettis,155 lbs.,"5' 10""","72""","Jan 27, 1987",0.38461538461538464,4.615384615384615,-0.8461538461538461,1,0.8461538461538461,5,0,13,11,24-10-0,3,3,1050.0,1153.6883525408891,1060.9018576600736,win,U-DEC,5,5:00
4894,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Carla Esparza,115 lbs.,"5' 1""","63""","Oct 10, 1987",0,14,4,1,1.0,2,0,2,2,20-7-0,2,2,800.0,1030.5304984710244,976.7347507644877,Joanna Jedrzejczyk,115 lbs.,"5' 6""","65""","Aug 18, 1987",0.3333333333333333,22.333333333333332,-3,-0.3333333333333333,1.0,3,0,3,3,16-5-0,0,0,854.0,1046.5304984710244,989.3333333333334,loss,KO/TKO,2,4:17
4895,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Jake Lindsey,155 lbs.,"5' 11""",--,"Jun 21, 1986",-0.25,-2.5,-1.75,-0.25,0.0,0,4,4,0,12-7-0,0,0,1368.0,940.6686768499491,1017.7655107040391,Joe Duffy,155 lbs.,"5' 10""","73""","Feb 18, 1988",1,9,0,0,1.0,1,0,1,1,16-5-0,0,0,761.0,1013.9205857953232,940.6686768499491,loss,KO/TKO,1,1:47
4896,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Roger Narvaez,185 lbs.,"6' 3""",--,"Sep 09, 1983",0.3333333333333333,-14.666666666666666,-2,0,0.3333333333333333,1,0,3,1,8-3-0,0,0,2272.0,990.4112990220892,1035.2805802234388,Elias Theodorou,185 lbs.,"6' 1""","75""","May 31, 1988",0,49,0.3333333333333333,0,1.0,3,0,3,3,16-3-0,2,2,497.0,1044.6157516902038,976.0454469316983,loss,KO/TKO,2,4:07
4897,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Roy Nelson,263 lbs.,"6' 0""","73""","Jun 20, 1976",0.29411764705882354,-21.941176470588236,-0.23529411764705882,0.11764705882352941,0.47058823529411764,0,1,17,8,22-14-0,2,2,4846.0,1041.339393909603,1087.1524318488289,Alistair Overeem,265 lbs.,"6' 4""","80""","May 17, 1980",0.2926829268292683,13.292682926829269,0.3170731707317073,0.34146341463414637,0.7560975609756098,1,0,41,31,47-19-0 (1 NC),2,2,3503.0,1196.5022316184593,1109.356747046665,loss,U-DEC,3,5:00
4898,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",Ross Pearson,155 lbs.,"5' 8""","69""","Sep 26, 1984",0,11.466666666666667,-0.06666666666666667,-0.06666666666666667,0.6,0,1,15,9,20-16-0 (1 NC),2,2,1874.0,1064.3531501119,1047.185130792099,Sam Stout,155 lbs.,"5' 9""","70""","Apr 23, 1984",0.05,2.8,-1.25,-0.75,0.55,0,1,20,11,20-12-1,0,0,1825.0,1034.941831800041,1030.970580064374,win,KO/TKO,2,1:33
4899,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Akbarh Arreola,155 lbs.,"5' 10""","71""","Jan 14, 1983",0.3333333333333333,-19,1.6666666666666667,0.3333333333333333,0.3333333333333333,1,0,3,1,23-11-1,0,0,2510.0,987.8276279581895,1016.4078693439263,Francisco Trinaldo,170 lbs.,"5' 9""","70""","Aug 24, 1978",0.3,2,-1,0,0.6,1,0,10,6,28-9-0,0,0,4044.0,1024.4995561602686,1002.4672096398851,loss,U-DEC,3,5:00
4900,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Shayna Baszler,135 lbs.,"5' 7""",--,"Aug 08, 1980",-0.8,-40.8,-0.6,1,0.0,0,5,5,0,15-11-0,0,0,3315.0,933.6739719752278,1045.0874980502879,Amanda Nunes,135 lbs.,"5' 8""","69""","May 30, 1988",0.2857142857142857,-4.571428571428571,0.42857142857142855,-0.42857142857142855,0.5714285714285714,0,1,7,4,23-5-0,0,0,491.0,1018.3012280244915,1021.8414494831359,loss,KO/TKO,1,1:56
4901,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Cain Carrizosa,155 lbs.,"5' 8""",--,"Jul 22, 1986",0,0,-1,-1,0.0,0,2,2,0,10-3-0,0,0,1141.0,969.4695015289755,1023.2652492355122,Leonardo Mafra,155 lbs.,"5' 10""","70""","Apr 25, 1989",-0.6666666666666666,-27.666666666666668,-1.6666666666666667,0.3333333333333333,0.0,0,3,3,0,13-4-0,0,0,88.0,957.9695678200027,1042.6413017099442,loss,U-DEC,3,5:00
4902,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Jorge de Oliveira,155 lbs.,"5' 8""",--,"Jan 22, 1980",0,-47,-6,-4,0.0,0,2,2,0,9-2-0,0,0,3584.0,966.7944528546583,994.7734619258493,Christos Giagos,155 lbs.,"5' 10""","71""","Jan 23, 1990",0,-3,-1,-2,0.0,0,2,2,0,20-10-0,0,0,84.0,972.1260693796585,1051.7662769569924,loss,SUB,1,3:12
4903,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Drew Dober,155 lbs.,"5' 8""","70""","Oct 19, 1988",0,-17.8,-0.8,0.2,0.6,1,0,5,3,26-12-0 (1 NC),0,0,426.0,983.3957070755481,1400.9201238550809,Leandro Silva,155 lbs.,"5' 9""","72""","Nov 11, 1985",0,6,-1,0.5,0.25,1,0,4,1,20-6-1 (1 NC),0,0,1464.0,974.51873791412,1020.7907459737816,nc,Overturned,2,2:45
4904,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Andre Fili,145 lbs.,"5' 11""","74""","Jun 25, 1990",0,18.5,1.25,-0.5,0.75,1,0,4,3,22-10-0 (1 NC),0,0,237.0,1026.0653595153162,973.6225752208468,Godofredo Pepey,145 lbs.,"5' 7""","73""","Jul 02, 1987",0.25,-3.875,-0.75,0.5,0.5,3,0,8,4,13-6-0,2,0,810.0,1006.1834511217274,995.4728455319877,loss,SUB,1,3:14
4905,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Katsunori Kikuno,145 lbs.,"5' 8""","66""","Oct 31, 1981",0,5.444444444444445,0.4444444444444444,-0.2222222222222222,0.6666666666666666,1,0,9,6,24-8-2,0,0,2887.0,1044.7865914494982,1009.0695441264187,Edimilson Souza,145 lbs.,"6' 0""","74""","Oct 17, 1984",0,19.666666666666668,-2,-0.6666666666666666,1.0,3,0,3,3,15-5-0,0,0,1693.0,1048.253525083208,1002.1847358798801,loss,KO/TKO,1,1:31
4906,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Josh Koscheck,170 lbs.,"5' 10""","73""","Nov 30, 1977",-0.11538461538461539,-2.8846153846153846,1.2307692307692308,-0.6923076923076923,0.6153846153846154,0,4,26,16,17-11-0,1,0,4479.0,1077.0432107907207,1065.7215551872885,Erick Silva,170 lbs.,"6' 0""","74""","Jun 21, 1984",0.18181818181818182,-8,-0.9090909090909091,0.09090909090909091,0.6363636363636364,1,0,11,7,19-9-0 (1 NC),0,0,2014.0,1052.0736473027162,1031.7419347098066,loss,SUB,1,4:21
4907,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Ryan LaFlare,170 lbs.,"6' 1""","74""","Oct 01, 1983",-0.16666666666666666,33.166666666666664,3.8333333333333335,0.16666666666666666,1.0,6,0,6,6,14-3-0,0,0,2025.0,1091.879751920877,1008.9271562957086,Demian Maia,170 lbs.,"6' 1""","72""","Nov 06, 1977",0,-0.47619047619047616,1.7142857142857142,0.5714285714285714,0.7142857142857143,2,0,21,15,28-11-0,1,0,4230.0,1127.023756795192,1058.7212628803952,loss,U-DEC,5,5:00
