Fighter,oppelo,wins,losses,dob,totalfights,elo,losestreak,winstreak,titlewins,KD,Sig. str.,Total str.,Td,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,Sig. str.%,Total str.%,Td%,Sig. str%,Head%,Body%,Leg%,Distance%,Clinch%,Ground%
Che Mills,57176.64180128631,2,1,1982,5,1020.3552105524677,0,1,0,2.0,105.0,-3305.0,-195.0,0.0,41.0,-442.85,105.0,-209.0,51.0,263.0,173.0,224.0,-292.0,2.077232948211213,-3.5049404414448024,-9.642857142857142,2.077232948211213,-6.550435364761743,7.928571428571427,20.266666666666666,2.246404204956836,17.369047619047617,-2.574206349206347
Bobby Moffett,31019.599834267367,0,2,1990,4,974.9150280259465,2,0,0,0.0,-10.0,3.0,-3.0,5.0,-5.0,9.5,-10.0,-3.0,-112.0,105.0,39.0,-54.0,5.0,-1.717777453381312,-1.4100143989416354,1.2678571428571432,-1.717777453381312,-1.271400282873644,-3.977272727272727,-1.4642857142857144,-1.1836777613342835,4.962500000000001,5.0
Royston Wee,14144.0,2,1,1986,3,1014.5612260339533,1,0,0,0.0,-305.0,-513.0,0.0,-2.0,-9.0,0.6499999999999986,-305.0,-331.0,-16.0,42.0,-225.0,-4.0,-76.0,1.4055405444044147,1.2351420006125735,-5.142857142857142,1.4055405444044147,-2.162156087731535,2.7948717948717947,4.090909090909092,0.9082493566532305,1.4523809523809526,-5.478632478632479
George Sotiropoulos,516651.9818186908,7,4,1977,11,1030.506071608391,4,0,0,-409.0,-3547.0,-3169.0,358.0,177.0,-33.0,499.90000000000003,-3547.0,355.0,-3611.0,-291.0,-2584.0,-1218.0,255.0,-43.58112757931156,-45.51322237177654,57.88268398268398,-43.58112757931156,-25.755898901694934,-62.32543273719747,68.00476190476192,-37.926730004508535,-123.25396825396825,-93.55714285714285
Ryan Jensen,203098.95238503825,2,6,1977,8,946.8816056323028,2,0,0,13.0,-1124.0,-690.0,-96.0,-31.0,73.0,-5.133333333333326,-1124.0,-166.0,-432.0,-526.0,-695.0,150.0,-579.0,6.155383231503271,42.46278500131388,-57.91666666666667,6.155383231503271,9.524739949608923,-11.072222222222223,22.577777777777776,17.414289527063094,45.83333333333333,-24.108297811878376
Talita Bernardo,29879.684895309314,1,3,1987,4,970.015732872117,1,0,0,-16.0,-164.0,-544.0,-36.0,5.0,0.0,54.08333333333332,-164.0,-236.0,23.0,49.0,-31.0,3.0,-136.0,-1.007640596179649,-2.0850580799069203,-18.70779220779221,-1.007640596179649,-2.205569302238165,6.204029304029303,10.14599567099567,-0.35546662519048766,12.857575757575757,-15.493269230769233
Cory Sandhagen,902632.6424288643,10,3,1992,13,1122.8102559056013,0,3,0,23.0,24740.0,38090.0,1126.0,-72.0,26.0,3638.8333333333335,24740.0,22387.0,987.0,1366.0,20725.0,-2333.0,6348.0,28.30749533442387,8.024064191425062,-57.88345864661653,28.30749533442387,52.546769641129714,88.30125874562717,59.695219952063454,4.293026245434,-33.19461094461095,140.8533272283272
Parker Porter,202305.99689289738,4,4,1985,8,994.6108815333478,1,0,0,-102.0,-207.0,494.0,24.0,-21.0,0.0,58.70000000000001,-207.0,-103.0,-310.0,206.0,-152.0,-179.0,124.0,-32.44102763526578,-36.330494642639586,-5.375,-32.44102763526578,-30.67312198559568,-62.984105763517526,-7.737373737373737,-46.362819949352556,-20.357671957671958,55.054545454545455
Samy Schiavo,4921.577235982956,0,2,1975,2,967.4467944106647,2,0,0,0.0,-39.0,-276.0,-1.0,-16.0,0.0,3.0666666666666664,-39.0,2.0,-53.0,12.0,30.0,-52.0,-17.0,-1.550782550782551,-2.165576359124746,0.19999999999999996,-1.550782550782551,-1.4099428939854473,-2.4607843137254903,0.0,-0.7096774193548387,-0.5,-1.85
Viacheslav Borshchev,55877.46250316236,2,2,1992,5,1001.2715503324309,0,1,0,24.0,2115.0,1528.0,-227.0,-9.0,10.0,-200.26666666666665,2115.0,559.0,591.0,965.0,2836.0,38.0,-759.0,7.853856931582943,7.477745950471443,-24.76046176046176,7.853856931582943,3.009606721029923,17.5998877283707,6.194348659003831,11.03865701292563,3.3527777777777787,-16.81432748538012
Karolina Kowalkiewicz,1516178.37098785,9,7,1985,16,1037.6079836854356,0,4,0,-64.0,18843.0,19570.0,-655.0,109.0,45.0,977.5500000000001,18843.0,16267.0,2789.0,-213.0,16943.0,2801.0,-901.0,144.3060488298772,144.45005841838756,-172.2777777777778,144.3060488298772,115.18628896142684,-96.82904475982423,303.60347389108995,160.10377925385848,50.805197806934714,102.54757236227826
Chad Mendes,1101625.1086546287,9,5,1985,14,1065.404624014333,1,0,0,140.0,-4779.0,-11948.0,1772.0,111.0,0.0,1489.2166666666667,-4779.0,-2165.0,-3908.0,1294.0,-9888.0,682.0,4427.0,210.23215012850721,188.5646238092496,304.86785714285713,210.23215012850721,236.7645384665081,-155.32506560518945,262.2606010656011,151.5903473795684,152.04523809523812,-153.25246697746698
Rory MacDonald,875595.7912613866,9,4,1989,13,1078.1447158601143,2,0,0,-87.0,4394.0,340.0,397.0,94.0,-64.0,-260.30000000000007,4394.0,7006.0,3206.0,-5818.0,2730.0,1519.0,145.0,28.496024575788617,-3.9043996635344396,146.76969696969695,28.496024575788617,59.952863181938035,86.59496735325794,-65.08045440398382,23.406243218781096,104.20747322852587,-33.056530691530696
Gabe Green,56183.77328069831,2,3,1993,5,987.1849377349656,2,0,0,-42.0,-214.0,23.0,-19.0,-5.0,-8.0,4.349999999999998,-214.0,-856.0,232.0,410.0,-227.0,-13.0,26.0,0.6794942883862212,1.3913730587930204,-6.833333333333333,0.6794942883862212,-7.701013923021081,23.70041424093148,23.972246558197746,1.8394583374636024,-19.814285714285713,-33.80364372469636
Tyson Nam,205921.0048424891,3,5,1983,8,976.1963022232356,2,0,0,12.0,882.0,1769.0,-128.0,-49.0,0.0,-23.38333333333333,882.0,-1420.0,296.0,2006.0,605.0,95.0,182.0,7.271892714592228,7.442197043449312,-11.636363636363637,7.271892714592228,1.612549794461378,2.2923581320640167,-15.821338383838384,1.598726232159314,5.539682539682538,18.575757575757574
Donald Cerrone,21858130.731689125,23,14,1983,39,1052.462700856287,6,0,0,3995.0,-162607.0,-251629.0,5996.0,1102.0,2618.0,7176.499999999999,-162607.0,-100858.0,12036.0,-73785.0,-95547.0,-59768.0,-7292.0,-1001.3686798841363,-1251.3257749984484,1794.7396825396827,-1001.3686798841363,-1752.4120934951752,2626.9504084726723,2091.584112611189,-450.0490449828358,-1666.3118578991339,-1192.9332420847127
Albert Morales,91456.2456558198,1,4,1991,6,958.1319684178769,3,0,0,-29.0,-180.0,-915.0,-36.0,-149.0,-36.0,-45.81666666666668,-180.0,-613.0,-105.0,538.0,303.0,33.0,-516.0,-8.93947215439623,-12.90302566994422,23.866666666666667,-8.93947215439623,-12.62080117623475,35.21121115443696,39.01457283487636,-4.654498426297657,-3.2882783882783864,0.2357575757575774
Rodrigo Ruas,1000.0,0,1,1977,1,984.0,1,0,0,-1.0,-49.0,-108.0,0.0,-1.0,0.0,-6.8500000000000005,-49.0,-47.0,-6.0,4.0,3.0,-3.0,-49.0,-0.2333965844402277,-0.27750410509031204,0.0,-0.2333965844402277,-0.3591397849462365,-1.0,0.33333333333333337,0.022058823529411742,-0.4285714285714286,-0.6282051282051282
Jason High,56904.738747276744,2,3,1981,5,990.4767206309754,1,0,0,-25.0,-360.0,-1169.0,92.0,6.0,-14.0,80.11666666666666,-360.0,-118.0,-224.0,-18.0,-173.0,67.0,-254.0,-2.6660142914839633,-2.0164842083509384,21.200000000000003,-2.6660142914839633,-1.283853695324285,-11.387844611528822,-16.5,1.1503551368539924,16.095238095238095,-14.666666666666668
Leonardo Santos,521898.69794184185,7,3,1980,11,1049.0984436921246,3,0,1,165.0,-7160.0,-15705.0,-142.0,-83.0,-64.0,-1306.2333333333336,-7160.0,-1725.0,-4462.0,-973.0,-6290.0,-1069.0,199.0,39.92633480877737,25.387669883803078,69.02247752247752,39.92633480877737,74.72348995586243,-43.59899358827482,26.782828282828284,47.54814788183421,141.94499273578558,-169.65138888888887
Paul Taylor,283253.77206330636,4,5,1979,9,987.2922261145561,0,1,0,102.0,557.0,-8759.0,-549.0,56.0,11.0,-789.0499999999998,557.0,559.0,-1218.0,1216.0,3679.0,689.0,-3811.0,14.671723399482513,0.129991792269466,-93.73443223443223,14.671723399482513,14.330919376499283,1.1864879590280104,11.427121959316326,17.492899591392174,21.54278499278499,-1.8542346187486842
Darren Stewart,1508605.7644715735,5,7,1990,16,977.815997645792,3,0,0,-280.0,-16490.0,-37292.0,-735.0,14.0,-325.0,-3636.166666666667,-16490.0,-23554.0,-927.0,7991.0,-5565.0,-4319.0,-6606.0,-171.54612006031317,-194.49838979637983,201.7404761904762,-171.54612006031317,-333.88318969915866,239.10190932256148,157.00475048953757,-113.0516277489478,211.66414089081675,-776.430035650624
Erin Blanchfield,96491.1857009338,6,0,1999,6,1096.5298572545828,0,6,0,0.0,777.0,2768.0,54.0,70.0,0.0,417.8666666666667,777.0,1066.0,312.0,-601.0,40.0,264.0,473.0,9.160481786109305,10.731352673921137,25.833333333333332,9.160481786109305,14.5870855103372,8.271238512127262,11.025641025641026,2.6356944641329334,7.100000000000001,37.28682113159128
Karine Gevorgyan,1000,0,1,1989,1,984.0,1,0,0,0.0,-1.0,-3.0,-1.0,-1.0,0.0,-0.23333333333333334,-1.0,1.0,0.0,-2.0,-1.0,0.0,0.0,-0.03076923076923077,-0.1333333333333333,-1.0,-0.03076923076923077,0.1,0.0,-0.6666666666666666,-0.03076923076923077,0.0,0.0
Scott Bessac,1000,1,0,0,1,1016.0,0,1,0,0.0,-1.0,-1.0,0.0,2.0,0.0,0,-1.0,0.0,1.0,-2.0,-1.0,0.0,0.0,-0.4666666666666666,-0.4666666666666666,0.0,-0.4666666666666666,0.0,1.0,-0.6666666666666666,-0.5,0.0,0.0
Katlyn Cerminara,1567282.7057509127,11,5,0,16,1085.7488222754484,1,0,0,-117.0,8368.0,7113.0,-1502.0,247.0,0.0,-835.0,8368.0,11026.0,8913.0,-11571.0,4685.0,1486.0,2197.0,-46.94355791291614,-69.59535300600993,-434.6190476190476,-46.94355791291614,-21.676392479404875,7.226717263913347,-306.6786786546671,-52.82168534052928,-118.31746031746033,-177.9121212121212
Chael Sonnen,1129307.7902403579,7,7,1977,14,1042.199483248114,1,0,0,-121.0,7845.0,56450.0,1131.0,44.0,15.0,3484.75,7845.0,2604.0,2190.0,3051.0,1644.0,2116.0,4085.0,26.47971818679096,15.44261466726308,104.70658263305322,26.47971818679096,-44.87083921225795,78.92817460317457,-14.207946336429313,-42.12828364972577,125.22368493071758,-90.81350666121538
Tony Halme,1000,0,1,1963,1,984.0,1,0,0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0
Evan Dunham,3478738.6449579033,11,9,1981,21,1030.3085115291237,3,0,0,-1474.0,58857.0,91353.0,2966.0,393.0,-434.0,5021.65,58857.0,65476.0,-2193.0,-4426.0,57760.0,5598.0,-4501.0,-246.11192800118587,-197.620688855628,223.5063186813186,-246.11192800118587,-252.02128613135045,-342.68691558610425,-799.3500000000001,-216.75401417922657,161.2535295698454,-898.9163175534143
Shinsho Anzai,30877.105388355383,2,2,1985,4,1002.7193021356705,1,0,0,-1.0,-181.0,191.0,2.0,-20.0,-1.0,39.61666666666666,-181.0,-134.0,24.0,-71.0,-53.0,-84.0,-44.0,-6.146601845276192,-2.8427281858900377,-13.522727272727273,-6.146601845276192,-7.9431527985085495,1.3714285714285714,-3.3174603174603177,-8.529117409675735,5.647619047619048,-8.083333333333332
Luana Santos,5000.94927015681,2,0,2000,2,1031.1889938344548,0,2,0,0.0,75.0,-21.0,4.0,0.0,0.0,26.48333333333333,75.0,-15.0,43.0,47.0,119.0,-44.0,0.0,0.7880267558528427,0.36779262511303157,-2.0,0.7880267558528427,0.32380862088154433,0.08335153690123276,4.142857142857142,1.2179525518341308,-1.7817806548456705,0.0
Landon Quinones,1032.4600011599453,0,1,1995,1,985.4905041072124,1,0,0,0.0,-23.0,-20.0,0.0,0.0,0.0,0.33333333333333337,-23.0,-35.0,-20.0,32.0,-24.0,1.0,0.0,-0.0355018058115662,-0.03162812633564721,0.0,-0.0355018058115662,-0.0856227106227106,0.02352590827873735,0.9142857142857143,-0.04304220303079681,0.1607142857142857,0.0
Bruno Korea,1000,0,1,1991,1,984.0,1,0,0,-1.0,-19.0,-32.0,-3.0,-3.0,0.0,-6.616666666666666,-19.0,-15.0,-1.0,-3.0,-16.0,0.0,-3.0,-0.2556304455038632,-0.1992718446601942,-0.75,-0.2556304455038632,-0.2792698826597132,-0.10000000000000009,0.125,-0.31509216589861755,-0.5,0.0
James Lee,982.7454880053532,0,1,1973,1,983.2060529707645,1,0,0,0.0,-8.0,-10.0,2.0,0.0,0.0,0.5666666666666667,-8.0,-8.0,0.0,0.0,0.0,0.0,-8.0,-0.8,-0.8333333333333334,0.5,-0.8,-0.8,0.0,0.0,0.0,0.0,-1.0
Hermes Franca,521764.2057113241,6,5,1974,11,1016.6669499919655,1,0,0,-43.0,-10368.0,-18218.0,-1983.0,414.0,121.0,-2633.883333333333,-10368.0,-8018.0,-2236.0,-114.0,-2006.0,81.0,-8443.0,-55.57346656604592,-28.62357503270011,-105.29848864585708,-55.57346656604592,-47.44783487098744,-147.8030303030303,-116.89501013171227,-16.26025111969778,-98.94448051948052,-275.5643239458878
Brian Camozzi,14133.941048853598,0,3,1991,3,956.1311328298858,3,0,0,-5.0,-210.0,-211.0,-5.0,-8.0,0.0,-15.616666666666667,-210.0,-107.0,-93.0,-10.0,-138.0,-31.0,-41.0,-2.7553687329736505,-2.5662807824127,-5.0,-2.7553687329736505,-2.8759959817856995,-6.177272727272726,-0.9999999999999998,-2.3532773939933653,-4.333333333333334,-2.811111111111111
Shawn Jordan,392981.64114066475,6,4,1984,10,1033.651580475725,1,0,0,100.0,-3257.0,2877.0,499.0,-1.0,0.0,826.6,-3257.0,-2741.0,-229.0,-287.0,-5546.0,-428.0,2717.0,0.4736291976676448,27.47035874641417,116.11111111111111,0.4736291976676448,-3.1572869448415872,-1.0,-63.547619047619044,-31.993275560394636,-24.09282051282051,151.68939740655986
Tabatha Ricci,93724.51363963011,4,2,1995,6,1032.715411368743,1,0,0,-1.0,466.0,705.0,178.0,16.0,0.0,246.23333333333335,466.0,379.0,-526.0,613.0,204.0,-250.0,512.0,4.406269342044097,2.1684542761176964,21.243181818181817,4.406269342044097,4.142062045085425,4.499185463659151,-3.4587067428852407,1.6405749339704245,3.0059523809523823,23.15
Josh Sampo,30012.877576336425,1,3,1984,4,968.5841752253586,3,0,0,-9.0,-577.0,-8.0,-18.0,4.0,-1.0,-15.983333333333333,-577.0,-316.0,-242.0,-19.0,-624.0,69.0,-22.0,-3.269548655581852,-1.4510868128583447,-7.571428571428571,-3.269548655581852,-2.5314798228591338,-2.84802371541502,-4.977777777777777,-3.530192006540675,-2.8666666666666663,11.042857142857143
Todd Duffee,140328.22507858247,3,2,1985,7,1014.7057735644557,1,0,0,82.0,1380.0,1180.0,76.0,0.0,0.0,142.06666666666666,1380.0,1209.0,498.0,-327.0,718.0,482.0,180.0,-5.420882617017211,-11.166283041283041,19.333333333333332,-5.420882617017211,-5.209303561935139,68.63333333333334,-55.0,-14.917904133787525,41.54754901960784,60.916666666666664
Rob Emerson,202818.3569871725,3,3,1981,8,995.0199546139316,1,0,0,71.0,-1661.0,-3761.0,-1.0,-123.0,-54.0,-355.41666666666663,-1661.0,-730.0,-1033.0,102.0,-581.0,-164.0,-916.0,4.298004901896434,-2.112992978885927,2.896103896103895,4.298004901896434,7.586085051565458,3.4577884104199894,23.176082251082246,4.690689678319279,-17.313970824497137,61.66982038429407
Mac Danzig,836944.0157835915,5,8,1980,13,960.9446994329094,3,0,1,-181.0,90.0,13405.0,-367.0,-490.0,-258.0,-811.4166666666666,90.0,62.0,196.0,-168.0,7805.0,-1470.0,-6245.0,43.278010850541094,47.763477084895506,-110.50476190476189,43.278010850541094,39.580156547880236,-77.714926228742,8.228452541610409,151.91698215562965,-53.797475424400204,-198.5187318787164
Francisco Trinaldo,6477604.564595566,18,8,1978,26,1114.7971815664098,1,0,0,-1189.0,14582.0,35331.0,103.0,1591.0,18.0,7603.65,14582.0,46688.0,-3318.0,-28788.0,-14394.0,20051.0,8925.0,551.9944477000789,545.4365789552156,-229.1416666666667,551.9944477000789,757.0211957659919,320.5739949151079,244.87870215359942,434.5606087885942,171.95062160062167,-225.88473587815702
Kalindra Faria,13781.703233774911,0,3,1986,3,951.7520848238777,3,0,0,0.0,121.0,7.0,0.0,-39.0,0.0,18.5,121.0,84.0,43.0,-6.0,20.0,25.0,76.0,-1.0870348139255712,-1.3695079207839247,7.0,-1.0870348139255712,-0.7506504989263608,7.75,-10.0,-0.5476190476190474,8.5,-1.3311688311688306
JeongYeong Lee,1000,1,0,1995,1,1016.0,0,1,0,0.0,1.0,29.0,-5.0,0.0,0.0,-7.483333333333333,1.0,1.0,1.0,-1.0,5.0,0.0,-4.0,0.024803387779794295,0.12857142857142856,-0.23809523809523808,0.024803387779794295,0.0058333333333333015,0.33333333333333337,-1.0,0.08473824312333633,-0.125,-0.8
Lavar Johnson,30747.567373570255,2,2,1977,4,1000.3847403899123,2,0,0,5.0,463.0,1677.0,-64.0,-29.0,-16.0,-175.9,463.0,172.0,169.0,122.0,40.0,331.0,92.0,6.796030594654737,6.223185252179588,6.0,6.796030594654737,3.1661709830130884,7.183116883116883,14.222222222222221,1.9434453781512597,1.734306354120595,-1.0143540669856446
Soa Palelei,138934.75866794298,4,3,1977,7,1011.8714511937121,1,0,0,-49.0,-497.0,-621.0,101.0,-40.0,-16.0,-97.51666666666671,-497.0,570.0,-496.0,-571.0,-103.0,-1187.0,793.0,13.379790447724126,17.734502945161314,47.08333333333333,13.379790447724126,27.013696110185215,-24.616450216450215,-55.58897243107769,9.19416667933318,-57.52573439632263,53.47916666666667
Rafael Natal,1815096.9066609787,9,7,1982,17,1021.2779963189847,3,0,0,-294.0,2913.0,19983.0,2215.0,142.0,-177.0,2088.6833333333334,2913.0,615.0,-335.0,2633.0,-2998.0,913.0,4998.0,-59.77612836826624,-48.7072195052049,90.61790986790984,-59.77612836826624,-119.71321752060902,-219.7513496307614,366.2337977296181,-55.66358496473771,-114.23101887733043,-543.4503347313948
Adam Cella,1000,0,1,1985,1,984.0,1,0,0,0.0,-4.0,-12.0,-1.0,-1.0,0.0,-2.35,-4.0,-4.0,0.0,0.0,0.0,0.0,-4.0,-0.3787878787878788,-0.40993788819875776,-1.0,-0.3787878787878788,-0.5,0.0,0.0,-0.11904761904761904,0.0,-1.0
David Onama,54746.26486327125,3,2,1994,5,1015.4539731733222,0,1,0,45.0,65.0,-671.0,-72.0,-73.0,25.0,-29.416666666666664,65.0,517.0,-173.0,-279.0,142.0,-277.0,200.0,-1.3079710125839261,-3.799151382484149,-19.404761904761905,-1.3079710125839261,-0.13660793860812026,-2.8426109837874565,6.769230769230768,-1.1479107655924983,-15.70327812284334,-6.070940170940171
Elvis Mutapcic,13851.596290898939,0,2,1986,3,969.0105385344683,2,0,0,-9.0,-170.0,18.0,-9.0,-9.0,0.0,16.016666666666666,-170.0,-199.0,28.0,1.0,-284.0,57.0,57.0,-2.5887821257481716,-1.8409627101749724,-1.4333333333333333,-2.5887821257481716,-3.0342668588766775,-2.9661290322580642,-0.38888888888888884,-3.5874032928249795,1.1121212121212114,0.9018181818181821
Dan Ige,1314655.1414322632,9,6,1991,15,1049.2615354758163,1,0,0,317.0,-1801.0,-10792.0,-2470.0,-554.0,79.0,-3122.5666666666666,-1801.0,-5904.0,3934.0,169.0,3920.0,-1649.0,-4072.0,-87.77850335664601,-87.23030308106954,-56.115934065934084,-87.77850335664601,-53.45793477253304,56.723157126518046,-25.063463462921618,-81.11760012308653,75.73611111111111,-67.13921048164083
Taylor Lapilus,55266.30653045891,4,1,1992,5,1045.024320653626,0,2,0,13.0,1608.0,864.0,-110.0,10.0,1.0,-173.35,1608.0,1537.0,152.0,-81.0,1162.0,461.0,-15.0,5.5393558630794155,3.036282147326425,-12.574025974025975,5.5393558630794155,8.521313271729849,13.389576091075343,16.322222222222223,4.5213190574900555,4.755214084161453,8.0
Joe Jordan,1000.3409780258606,0,1,1978,1,984.0157026133463,1,0,0,0.0,-26.0,-40.0,-3.0,-1.0,0.0,-0.25,-26.0,-27.0,-8.0,9.0,-26.0,-1.0,1.0,-0.15066938960744275,-0.1661781468816153,-0.3333333333333333,-0.15066938960744275,-0.23655913978494622,-1.0,0.09999999999999998,-0.20089552238805972,0.22077922077922074,0.0
Stephanie Egger,141219.3089197325,3,4,1988,7,985.5864586696587,2,0,0,0.0,-681.0,965.0,7.0,-26.0,26.0,-178.9833333333333,-681.0,604.0,-878.0,-407.0,-1475.0,491.0,303.0,-7.485483691500315,-3.903506348379798,40.87619047619047,-7.485483691500315,-2.892971093510861,-24.201825557809332,-16.02619047619048,-23.904021486381623,-8.982456140350873,31.449404761904766
Claudio Ribeiro,13959.02167048535,1,2,1992,3,983.9139608132436,1,0,0,-6.0,82.0,173.0,0.0,0.0,0.0,1.5500000000000003,82.0,95.0,-31.0,18.0,-4.0,-9.0,95.0,-2.4541535404028565,-2.2581925176963016,2.0,-2.4541535404028565,-2.0292649727767698,-2.1,-0.6000000000000001,-3.0048332036989027,1.0000000000000004,-6.1891891891891895
Jimmy Crute,295656.361603672,4,4,1996,9,1003.1569554790805,3,0,0,-123.0,-967.0,-966.0,690.0,122.0,-8.0,291.59999999999997,-967.0,-2891.0,1347.0,577.0,-2049.0,1353.0,-271.0,-15.071601415947038,-10.767224246727515,93.07142857142857,-15.071601415947038,-44.67801534838641,-24.616666666666674,23.055555555555554,-23.283422967279478,17.836363636363632,4.763888888888886
Roman Bogatov,1091.68079317938,0,1,1990,1,988.1267146310523,1,0,0,0.0,-16.0,-35.0,0.0,0.0,1.0,4.55,-16.0,-32.0,14.0,2.0,-5.0,-4.0,-7.0,-0.1272714213890685,-0.11830333273926219,-0.40909090909090906,-0.1272714213890685,-0.23561895996318455,0.02298850574712652,0.0,-0.08649344569288386,0.023809523809523725,-0.2777777777777778
Tim Means,8787023.10084171,15,12,1984,29,1034.5154469416416,0,1,0,1336.0,127947.0,242979.0,2425.0,-2874.0,1441.0,6821.700000000001,127947.0,30616.0,83755.0,13576.0,61054.0,36356.0,30537.0,862.5317852242836,1047.9547365490691,1245.3782828282829,862.5317852242836,495.39273376617587,1303.2674800252175,1353.8245208755438,483.1181034197705,1558.6838680810786,3954.8437501048693
David Michaud,13872.00006918204,1,2,1988,3,983.2976016906401,1,0,0,-9.0,-300.0,-511.0,-10.0,-7.0,0.0,-26.183333333333334,-300.0,-29.0,-96.0,-175.0,-141.0,-150.0,-9.0,-1.9011359875226037,-2.102545211613658,2.241666666666667,-1.9011359875226037,-0.3351468403105323,-0.1529655529655528,-10.08095238095238,-1.070124388284369,-1.914835164835165,-2.5263784146137094
Brunno Ferreira,5047.586762012275,1,1,1992,2,1001.3414919280159,1,0,0,1.0,-11.0,-10.0,-4.0,0.0,0.0,-0.21666666666666667,-11.0,-21.0,-3.0,13.0,1.0,-1.0,-11.0,-0.28997289972899726,-0.27886178861788613,-4.0,-0.28997289972899726,-2.5517374517374516,-0.16666666666666674,0.0,-0.022063208109719734,0.0,-2.0
Todd Medina,5064.0,1,1,0,2,1000.0,1,0,0,0.0,-29.0,-39.0,-3.0,1.0,0.0,0,-29.0,-29.0,0.0,0.0,0.0,-1.0,-28.0,-1.9615384615384617,-3.110660173160173,-3.0,-1.9615384615384617,-1.4615384615384617,0.0,0.0,0.0,-1.0,-1.4615384615384617
Evan Tanner,1829715.6735988967,11,6,1971,17,1047.6572745766327,2,0,1,-569.0,-10164.0,-465.0,2371.0,315.0,-561.0,5678.133333333333,-10164.0,-14922.0,839.0,3919.0,-11826.0,-7774.0,9436.0,149.10271280223674,93.80313111353962,293.65833333333336,149.10271280223674,130.64891578076933,119.61041489059386,228.790404040404,220.36462045342287,-23.343474548707096,433.0218087698114
Chase Gormley,4936.818696532882,0,2,0,2,968.035966043844,2,0,0,-4.0,-96.0,-134.0,0.0,-2.0,-1.0,0.16666666666666669,-96.0,-95.0,4.0,-5.0,-32.0,-42.0,-22.0,-1.8466183574879227,-2.016840882694541,0.0,-1.8466183574879227,-1.8308080808080809,0.5714285714285714,-1.0,-1.4666666666666666,-1.75,-4.366666666666666
Yuta Sasaki,288986.65160021407,4,5,1989,9,989.50633527605,1,0,0,-45.0,867.0,796.0,226.0,-193.0,1.0,-58.61666666666676,867.0,436.0,589.0,-158.0,229.0,228.0,410.0,-2.1946736526376585,-5.025677803424701,-6.719047619047615,-2.1946736526376585,-7.543170708138955,-16.793498168498168,-89.85227272727272,-9.927621687316,91.19473684210527,1.1318753142282532
