Fighter,oppelo,wins,losses,dob,totalfights,elo,losestreak,winstreak,titlewins,KD,Sig. str.,Total str.,Td,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,Sig. str.%,Total str.%,Td%,Sig. str%,Head%,Body%,Leg%,Distance%,Clinch%,Ground%
Sam Hughes,140538.00970851086,3,4,1992,7,993.2411791898132,0,1,0,-9.0,1369.0,4691.0,-132.0,-156.0,49.0,470.9166666666666,1369.0,3125.0,-1599.0,-157.0,72.0,-452.0,1749.0,14.445266156418336,10.613415207799171,34.522077922077926,14.445266156418336,22.423709698581156,-1.1946489563567404,-2.5418003565062417,5.369388790716056,31.873391812865496,-5.581203007518795
Nate Mohr,29365.528949391904,1,3,1983,4,967.3249865390161,2,0,0,-20.0,161.0,346.0,6.0,-10.0,0.0,18.200000000000003,161.0,-11.0,121.0,51.0,148.0,-49.0,62.0,5.599845989087474,6.674621339444871,4.5,5.599845989087474,4.628532425109871,8.529914529914532,-8.367832167832168,4.528866570359894,8.0,12.1
Justin Jones,4952.723434648661,0,2,1987,2,968.7107274835705,2,0,0,0.0,-125.0,-59.0,1.0,1.0,0.0,25.533333333333328,-125.0,-95.0,-60.0,30.0,-106.0,-32.0,13.0,-1.2029954792534179,-0.5293875228279508,0.1282051282051282,-1.2029954792534179,-1.428343751252154,0.6417124542124542,0.31111111111111145,-1.7559844578712502,-0.8987012987012989,2.2
Reuben Duran,29461.511917613992,1,3,1983,4,968.1477971172397,2,0,0,-27.0,-70.0,-1050.0,-12.0,-20.0,0.0,68.44999999999999,-70.0,-87.0,-1.0,18.0,3.0,11.0,-84.0,-1.0939466318964821,-3.6488235348838325,-7.4,-1.0939466318964821,-2.512623294673616,-0.08355263157894743,16.217142857142857,1.1623454289612831,9.055263157894736,-12.355844155844157
Javier Vazquez,1013.985463583175,1,0,1977,1,1016.6437067630635,0,1,0,0.0,35.0,78.0,3.0,0.0,0.0,2.8833333333333333,35.0,36.0,2.0,-3.0,29.0,1.0,5.0,0.029830009807126523,0.14016685069316648,0.6,0.029830009807126523,0.06729331339457378,0.28888888888888886,-0.75,0.00599606228745303,0.3333333333333333,0.7142857142857143
Pingyuan Liu,30691.55128227746,2,2,1993,4,998.565129550768,2,0,0,-9.0,-137.0,-136.0,-54.0,2.0,1.0,-188.04999999999998,-137.0,-148.0,-97.0,108.0,-199.0,28.0,34.0,-1.9754919629662542,-0.4164345086609744,-10.232142857142858,-1.9754919629662542,-2.8139153797225704,-1.3955691367456073,-0.9079365079365078,-2.510173684669594,2.2142857142857144,-10.32857142857143
Nikolas Motta,54551.175214521936,1,2,1993,5,986.5983715484158,1,0,0,-6.0,-1849.0,-3326.0,-123.0,-41.0,0.0,-183.51666666666668,-1849.0,-1628.0,-102.0,-119.0,-1288.0,-536.0,-25.0,-23.377940095284895,-24.657480275641667,-7.6875,-23.377940095284895,-22.78067667261119,-6.9571428571428555,0.0,-22.74613938692886,-32.35294117647059,-46.923809523809524
Gary Goodridge,208341.3548938575,4,4,1966,8,1003.1243394241038,0,1,0,0.0,-980.0,-1974.0,-57.0,4.0,16.0,0,-980.0,-965.0,-143.0,128.0,216.0,-863.0,-333.0,-12.24584438549956,-11.806578556578554,5.0,-12.24584438549956,-27.069426145513095,6.25,82.0,-13.379797979797981,20.67039210789211,23.665009746588694
Paulo Thiago,829135.7494927316,5,8,1981,13,966.341787737416,3,0,0,-319.0,-3780.0,-14407.0,-156.0,4.0,194.0,-2257.75,-3780.0,-4118.0,1413.0,-1075.0,-3022.0,3917.0,-4675.0,-81.45504678935119,-120.74762713868847,-10.805555555555557,-81.45504678935119,-114.75312946051483,174.97005012531326,100.41163003663004,-78.25897713894815,136.3576923076923,-394.4342917295123
Besam Yousef,4886.026470309453,0,2,1985,2,967.4249063288479,2,0,0,0.0,-49.0,309.0,-9.0,-3.0,-1.0,-8.116666666666664,-49.0,35.0,-81.0,-3.0,-4.0,24.0,-69.0,-0.5065050975782129,0.2479302203735947,-0.25,-0.5065050975782129,-0.11594584537882457,-0.08598419124734946,1.7999999999999998,-0.11798727588201274,-0.9702558989697573,-2.5933333333333333
Mark Madsen,96126.76951612736,4,2,1984,6,1032.857412285873,2,0,0,-61.0,-798.0,-1174.0,15.0,-50.0,0.0,-90.03333333333333,-798.0,-36.0,-42.0,-720.0,-886.0,274.0,-186.0,-2.3973668265032626,0.2758170012228902,2.833333333333334,-2.3973668265032626,-0.22831765322413577,10.712087912087913,-34.9746963562753,-6.717268445504742,-26.972727272727273,-31.603563103563104
Mike Russow,91993.04355922932,4,2,1976,6,1027.131559741309,2,0,0,-21.0,-1727.0,-2151.0,95.0,2.0,-16.0,269.9,-1727.0,-1309.0,-246.0,-172.0,-549.0,-192.0,-986.0,-11.4328452925987,-10.992246528841738,-15.172727272727272,-11.4328452925987,-8.977723962248453,-46.633333333333326,-52.41666666666667,-1.742508413255461,-23.725641025641025,-41.84004576659039
Viscardi Andrade,29916.85405294752,3,1,1984,4,1029.9498630292571,0,2,0,-11.0,160.0,272.0,60.0,16.0,0.0,54.116666666666674,160.0,-89.0,216.0,33.0,101.0,119.0,-60.0,2.041075043811124,2.6238786598046446,5.066666666666666,2.041075043811124,0.6461718796360092,8.08095238095238,5.271428571428571,1.9555254489432612,-4.7615384615384615,0.3047619047619048
Charles Byrd,29765.195969336666,1,3,1983,4,966.8673305750831,3,0,0,-13.0,-329.0,-223.0,-31.0,1.0,16.0,23.166666666666664,-329.0,-206.0,-140.0,17.0,-111.0,-147.0,-71.0,-3.174345729599968,-2.4538905032553435,-7.0,-3.174345729599968,-3.9094267801164357,1.9090909090909083,8.0,-0.6542038270448782,-25.374269005847953,-4.1871794871794865
Sasha Palatnikov,13833.965200277504,1,2,1989,3,982.3991684351173,2,0,0,-1.0,26.0,67.0,-26.0,-13.0,0.0,-25.28333333333333,26.0,4.0,28.0,-6.0,12.0,21.0,-7.0,4.9204068544565125,-1.4966342328969953,-9.444444444444445,4.9204068544565125,4.360881347526524,4.1344537815126055,0.48717948717948734,4.780427350427351,-0.9696969696969697,0.014705882352941124
Rostem Akman,5177.139577724382,0,2,1991,2,970.7486921761044,2,0,0,-1.0,-197.0,-204.0,1.0,0.0,0.0,-0.7499999999999996,-197.0,-44.0,-61.0,-92.0,-192.0,-5.0,0.0,-1.2416661085294076,-1.2576645804186548,0.23333333333333336,-1.2416661085294076,-0.6299041384147767,-0.09312169312169294,0.5000000000000001,-1.295625996832229,-1.0694444444444446,0.0
Trevor Prangley,29807.40238207839,2,2,1972,4,996.197055579909,2,0,0,0.0,-101.0,-672.0,-27.0,25.0,0.0,-49.366666666666674,-101.0,-140.0,-78.0,117.0,-27.0,78.0,-152.0,-0.9776795538854055,1.0327691391543052,3.545098039215686,-0.9776795538854055,-1.192323001213579,7.408333333333333,-13.0,-2.408328436269612,2.0864822312190725,1.2315233785822017
Alex Nicholson,30344.903497404048,1,3,1990,4,971.6073525064028,2,0,0,0.0,-181.0,-513.0,-23.0,11.0,0.0,-45.2,-181.0,-277.0,30.0,66.0,184.0,-11.0,-354.0,-9.41503614222179,-6.5110020342679285,-20.5,-9.41503614222179,-13.674924601566202,5.664545454545454,4.286401098901099,-4.843520886615515,-0.3714285714285714,-13.037037037037036
Sean Strickland,3048069.8106800457,15,5,1991,20,1138.0350987912868,0,3,1,660.0,91413.0,99912.0,1285.0,97.0,0.0,2819.1833333333334,91413.0,167904.0,-32527.0,-43964.0,79915.0,2744.0,8754.0,100.521741829375,98.91408128094209,779.0357142857142,100.521741829375,455.476192626719,163.9943145052399,-456.63898009455283,92.58963990889708,381.1273809523809,615.351423739659
Karol Rosa,290010.517699236,6,3,1994,9,1035.0970249048835,1,0,0,14.0,5008.0,11156.0,83.0,0.0,16.0,-80.98333333333335,5008.0,1520.0,-3002.0,6490.0,4703.0,-731.0,1036.0,16.118059910084025,25.078886067515754,33.833333333333336,16.118059910084025,30.72447654419865,-6.785551133263901,-16.588999464915446,18.934042612034013,8.224443450606238,48.204560915275195
Darrell Montague,13955.945962714224,0,3,1987,3,955.3706696943171,3,0,0,-15.0,-309.0,-360.0,-4.0,8.0,0.0,-9.633333333333333,-309.0,-288.0,-43.0,22.0,-103.0,-18.0,-188.0,-3.411776505009588,-3.5732571874272274,-2.0,-3.411776505009588,-5.902535876052304,0.3221500721500723,0.29047619047619067,-1.4644226957835063,-2.5,-11.708133971291865
Omar Morales,140528.2466419117,3,4,1985,7,981.7994482234717,3,0,0,-80.0,-640.0,-1620.0,-378.0,-25.0,99.0,-470.1166666666667,-640.0,1379.0,-1185.0,-834.0,-468.0,193.0,-365.0,-5.302912000446897,-10.167675446017975,-17.336363636363636,-5.302912000446897,2.0923385324191925,-28.384082584082584,46.60708923208923,-4.51316329662743,-18.38095238095238,11.885714285714286
Jack Shore,144132.89449629662,6,1,1995,7,1071.456436004984,0,1,0,14.0,1835.0,2294.0,55.0,0.0,-1.0,-48.64999999999995,1835.0,2424.0,-211.0,-378.0,1405.0,-53.0,483.0,13.751052500798046,12.243834578342758,27.939560439560445,13.751052500798046,24.88365350353122,17.834387439186198,12.119742664742663,17.471999142506235,-7.56861471861472,36.67666666666667
Gabriella Fernandes,4938.311616190939,0,2,1993,2,968.0016951275782,2,0,0,0.0,-134.0,-631.0,-16.0,0.0,0.0,-54.18333333333334,-134.0,-115.0,-23.0,4.0,29.0,-24.0,-139.0,-0.3257422246783951,-0.5348562317884435,-1.7,-0.3257422246783951,-0.9766058714907817,0.716666666666667,1.3434343434343434,0.7958152958152958,-2.0,-4.205128205128205
Don Madge,5000,2,0,1990,2,1031.263693206478,0,2,0,2.0,60.0,44.0,11.0,1.0,0.0,25.46666666666667,60.0,30.0,25.0,5.0,7.0,7.0,46.0,0.7680491551459292,0.09538075811660751,0.0,0.7680491551459292,0.6221266656049266,1.2857142857142856,-0.3333333333333335,0.06602434602434587,0.5,3.857142857142857
Jaqueline Amorim,4979.560574138131,1,1,1995,2,999.7290644109031,0,1,0,0.0,286.0,429.0,1.0,19.0,7.0,14.400000000000002,286.0,263.0,27.0,-4.0,-4.0,-6.0,296.0,1.6512066365007543,1.177139364337578,-3.466666666666667,1.6512066365007543,2.097640995626656,0.2380952380952383,-0.6666666666666665,0.872876892692561,-0.8571428571428571,1.3779614325068872
Liana Jojua,29316.782441954692,1,3,1995,4,965.7962499127453,2,0,0,0.0,-1088.0,-1340.0,30.0,11.0,-1.0,17.75,-1088.0,-534.0,-231.0,-323.0,-1075.0,-20.0,7.0,-3.9000811557668156,-3.3084587516580206,9.333333333333332,-3.9000811557668156,-2.695555541039458,-1.0212698412698415,-13.8,-4.740335920042357,-5.5,1.419047619047619
Neil Grove,1000,0,1,1971,1,984.0,1,0,0,0.0,0.0,2.0,0.0,-1.0,0.0,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Shainis,5067.21283616226,0,2,1990,2,971.6529833808726,2,0,0,0.0,-134.0,112.0,-12.0,7.0,8.0,-14.783333333333333,-134.0,-77.0,-29.0,-28.0,-97.0,-33.0,-4.0,-0.7058823529411764,0.071301247771836,-1.866666666666667,-0.7058823529411764,-1.69281045751634,-0.5819397993311037,-0.9545454545454546,-0.7665144596651448,-0.8333333333333335,-0.05555555555555536
Alen Amedovski,29687.01577657569,0,4,1988,4,938.5740005327664,4,0,0,-29.0,-232.0,-300.0,-13.0,-9.0,1.0,-13.466666666666667,-232.0,-257.0,-10.0,35.0,-113.0,-9.0,-110.0,-6.2899551783822885,-6.411733215538207,-10.0,-6.2899551783822885,-7.607037312532668,-13.4,-11.988095238095237,-4.8640476190476205,-9.0,-26.945454545454545
Shauna Bannon,983.2878809493803,0,1,1993,1,983.2309714950883,1,0,0,0.0,-2.0,51.0,-2.0,0.0,0.0,-2.2666666666666666,-2.0,-8.0,5.0,1.0,12.0,-9.0,-5.0,-0.24722222222222223,-0.10160384599846484,-0.6666666666666666,-0.24722222222222223,-0.25533661740558294,-0.23684210526315785,-0.3321678321678322,-0.17476019184652275,-0.32307692307692315,-1.0
Sarah Alpar,4994.677670393501,0,2,1991,2,968.5024858553484,2,0,0,0.0,-380.0,-710.0,-11.0,0.0,0.0,-43.7,-380.0,-351.0,-34.0,5.0,-55.0,-61.0,-264.0,-1.1513679841614386,-1.1082283753981865,-4.818181818181818,-1.1513679841614386,-1.549176655165766,-1.4678733031674205,-0.9487179487179488,-0.39752066115702467,-3.528735632183908,-3.6520333961755993
Kamuela Kirk,13926.173966846078,1,2,1994,3,984.5838078932346,2,0,0,0.0,-563.0,-330.0,-4.0,8.0,0.0,18.01666666666667,-563.0,-560.0,-56.0,53.0,-393.0,-37.0,-133.0,-0.38859683466353756,0.6747162687542871,-10.293650793650794,-0.38859683466353756,-1.17752141158356,-0.17142857142857082,1.5857142857142854,-0.3099055581172693,-0.22307692307692295,-8.096638655462185
Louis Smolka,1790711.2048176562,8,9,1991,17,978.5895985884906,2,0,0,-683.0,1340.0,-1281.0,-1042.0,-548.0,35.0,-307.8166666666667,1340.0,5801.0,2640.0,-7101.0,-1674.0,209.0,2805.0,46.28133373416853,34.06858800128522,-225.28253968253966,46.28133373416853,35.31523872384656,83.18011573614552,-421.9428571428572,36.6264901249104,221.49658878702996,-421.3186381429029
Karlos Vemola,90652.45017912053,2,4,1985,6,968.9479086596543,2,0,0,0.0,130.0,-704.0,28.0,-146.0,25.0,-83.60000000000001,130.0,530.0,-320.0,-80.0,29.0,-462.0,563.0,-5.1292839387179034,-5.391222693838181,-5.958333333333334,-5.1292839387179034,-8.01721513473369,-25.064102564102562,6.100000000000001,-8.368123299702248,-27.876190476190473,-1.744047619047623
Bristol Marunde,5000,0,2,1982,2,968.736306793522,2,0,0,-6.0,-93.0,-97.0,3.0,0.0,0.0,-0.7666666666666666,-93.0,-69.0,-11.0,-13.0,-55.0,-9.0,-29.0,-2.8689458689458687,-2.854838709677419,0.3333333333333333,-2.8689458689458687,-2.602949592780101,-3.6,-3.7,-3.053932178932179,-0.2055555555555556,-3.007936507936508
Gan McGee,30659.888795964773,2,2,1976,4,1003.3646038938282,1,0,0,-16.0,29.0,52.0,1.0,-10.0,0.0,0.783333333333333,29.0,36.0,23.0,-30.0,37.0,-13.0,5.0,-0.013872286545802526,0.7608171544479865,-0.6,-0.013872286545802526,2.2481255395239854,19.0,5.0,1.5126376285541445,-8.857142857142858,-7.619004524886879
Vitor Petrino,13979.765108624373,3,0,1997,3,1044.9481988820694,0,3,0,9.0,-47.0,-291.0,27.0,9.0,3.0,55.64999999999999,-47.0,45.0,-27.0,-65.0,-80.0,-55.0,88.0,-1.9347635775213865,-1.722946317306258,7.611111111111111,-1.9347635775213865,-0.9546454066914427,6.372867132867134,-7.311111111111112,-1.9126804815291503,-0.40000000000000013,5.072727272727273
Josh Quinlan,4986.503242172002,1,1,1993,2,998.6710077205901,1,0,0,1.0,-214.0,-223.0,-1.0,0.0,0.0,1.35,-214.0,-266.0,-5.0,57.0,-222.0,4.0,4.0,-0.32009441707717584,-0.4096388367729832,-2.0,-0.32009441707717584,-0.6986461251167133,-0.8095238095238093,0.25,-0.3793131118600546,0.0,0.0
Duda Santana,1000,0,1,1996,1,984.0,1,0,0,0.0,23.0,18.0,3.0,-2.0,0.0,1.4333333333333336,23.0,24.0,-3.0,2.0,22.0,0.0,1.0,0.12862078129152277,0.06271777003484319,0.6,0.12862078129152277,0.20952380952380956,-0.6333333333333333,-0.33333333333333337,0.13128729752770674,0.0,0.5
Alejandro Perez,832651.1208987696,8,4,1989,13,1044.0452495210584,1,0,1,-64.0,-4153.0,1792.0,-51.0,139.0,-1.0,-111.29999999999998,-4153.0,2579.0,-5408.0,-1324.0,-6436.0,764.0,1519.0,-92.92479945458554,-69.9587448622908,33.654761904761905,-92.92479945458554,-61.94018433141069,-30.232280350748194,-36.42382124366007,-105.75528127114363,130.35934065934066,-90.90079365079364
Loopy Godinez,389494.4087077643,7,3,1993,10,1062.1095987926335,0,4,0,81.0,4381.0,4149.0,724.0,556.0,0.0,778.5333333333334,4381.0,6527.0,-711.0,-1435.0,2314.0,1255.0,812.0,70.54947530178724,29.03577430239589,112.22380952380952,70.54947530178724,88.49534291942247,52.57799730304021,96.1930641821946,63.3706805746245,80.35432900432899,23.25
Cristian Quinonez,5210.198494945154,1,1,1996,2,1000.7424900656188,1,0,0,-4.0,-23.0,-59.0,-4.0,-4.0,0.0,-2.6333333333333333,-23.0,0.0,-13.0,-10.0,-7.0,0.0,-16.0,-0.4032418331758025,-0.7205156287104675,-4.0,-0.4032418331758025,-0.1656084656084657,-4.0,1.0,-0.265524303900277,0.0,-2.533333333333333
Dongi Yang,55508.792824946824,2,3,1984,5,989.1818634449695,0,1,0,-12.0,156.0,921.0,3.0,-1.0,3.0,4.183333333333328,156.0,614.0,-178.0,-280.0,-258.0,-64.0,478.0,9.569284897712166,6.896965759015094,1.361904761904762,9.569284897712166,13.214046002054353,16.990406190905286,9.474828375286041,8.558948655901208,16.7467720685112,29.905263157894733
Joe Soto,211552.29100942187,3,5,1987,8,983.6641949557503,2,0,0,-73.0,-1765.0,-41.0,21.0,116.0,0.0,123.23333333333335,-1765.0,-1078.0,-688.0,1.0,-1643.0,-142.0,20.0,14.791886144395512,19.116053443135606,57.84632034632035,14.791886144395512,32.27944783904622,-87.36428571428571,-36.279551820728294,20.68043357770798,-24.0,-21.474025974025977
Isaac Dulgarian,998.6672562956901,1,0,1996,1,1015.9386251853059,0,1,0,0.0,33.0,50.0,1.0,0.0,0.0,4.3,33.0,32.0,0.0,1.0,1.0,0.0,32.0,0.3746630727762803,0.04743975903614461,1.0,0.3746630727762803,0.64,0.0,0.0,0.4642857142857143,0.0,0.6530612244897959
Kurt Pellegrino,668989.330696784,7,5,1979,12,1031.9580912303404,2,0,0,73.0,2431.0,10144.0,391.0,-75.0,54.0,1736.8833333333332,2431.0,1802.0,270.0,359.0,-1090.0,278.0,3243.0,13.328878409533258,19.517861645688356,193.35815295815294,13.328878409533258,28.215713632635104,17.670202020202012,-58.56666666666666,-32.805633933665426,-76.88506493506495,35.33180921169347
Sarah Kaufman,55477.76301992637,1,2,1985,5,984.6085683907658,2,0,0,0.0,1588.0,3854.0,-82.0,-16.0,0.0,-21.083333333333346,1588.0,703.0,232.0,653.0,849.0,448.0,291.0,2.1294153586578566,4.433715753573878,-1.1944444444444438,2.1294153586578566,0.1362929440592726,-4.629708366207884,-0.370999869695523,3.441405671819197,-4.008951060098836,27.5
Nick Agallar,1017.6821228815949,0,1,1979,1,984.8135895404134,1,0,0,-1.0,-28.0,-29.0,0.0,0.0,0.0,0.9333333333333333,-28.0,-12.0,-1.0,-15.0,-17.0,0.0,-11.0,-0.4626682986536108,-0.4107142857142857,0.0,-0.4626682986536108,-0.3819444444444444,-0.25,-0.2571428571428571,-0.4297619047619048,0.5,-0.7333333333333333
Dorian Price,1000,0,1,1977,1,984.0,1,0,0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan McGillivray,1000,0,1,1986,1,984.0,1,0,0,0.0,-14.0,-38.0,-5.0,0.0,0.0,-9.35,-14.0,-4.0,-7.0,-3.0,-2.0,-8.0,-4.0,-0.2694696607740086,-0.3422680412371134,-0.5555555555555556,-0.2694696607740086,-0.17959770114942528,-0.2333333333333334,-1.0,-0.20816326530612245,-0.8888888888888888,0.5454545454545454
Dustin Poirier,10261370.223039674,21,7,1989,30,1162.1490134314463,1,0,1,2052.0,76169.0,57584.0,-4060.0,-729.0,-1244.0,-8133.0333333333365,76169.0,158040.0,-57981.0,-23890.0,68836.0,7858.0,-525.0,184.5129232528928,122.19474763900126,187.1765873015874,184.5129232528928,487.3771322753744,-1093.913030439173,-175.7178832845114,374.1455074649453,-1741.9815485151616,-2419.752633955511
Johnny Walker,880997.7269656395,7,4,1992,13,1063.1259212504701,0,3,0,-38.0,8936.0,8702.0,-476.0,243.0,117.0,-669.8666666666667,8936.0,1968.0,-1041.0,8009.0,8249.0,984.0,-297.0,50.29892706332597,28.683880399496214,-285.7083333333333,50.29892706332597,32.14870569700705,-121.67258587645586,59.57669065169067,29.49815707351049,-64.08547008547009,-61.61128479128479
Ryan Madigan,1000.1403339751529,0,1,0,1,984.0064626180331,1,0,0,0.0,-12.0,-5.0,-1.0,0.0,0.0,-3.3666666666666667,-12.0,-12.0,0.0,0.0,-1.0,0.0,-11.0,-0.5217391304347826,0.14393939393939392,-1.0,-0.5217391304347826,-0.5217391304347826,0.0,0.0,-0.5,0.0,-0.5238095238095238
Jesse Taylor,4864.315502064876,1,1,1983,2,998.65680121825,0,1,1,-4.0,68.0,192.0,9.0,6.0,3.0,23.0,68.0,68.0,0.0,0.0,0.0,0.0,68.0,-0.7637362637362637,-0.7351694915254239,3.0,-0.7637362637362637,-0.7181818181818183,0.0,0.0,0.0,-0.25,-0.8788819875776399
Jon Olav Einemo,5199.736284116731,0,2,1975,2,971.0004430613961,2,0,0,-1.0,19.0,84.0,-24.0,0.0,4.0,-41.833333333333336,19.0,3.0,9.0,7.0,16.0,46.0,-43.0,0.5262482790099068,0.30918325670056457,-3.15,0.5262482790099068,0.3156682027649769,0.4166666666666665,4.214285714285714,0.875949540655423,3.834731934731935,-2.918840579710145
Leandro Silva,289473.56813456514,3,4,1985,9,988.7640709292343,2,0,0,0.0,1232.0,-1894.0,-83.0,54.0,-40.0,-531.1166666666667,1232.0,469.0,1551.0,-788.0,2476.0,322.0,-1566.0,29.32814426351381,13.312546492037377,9.091666666666665,29.32814426351381,24.181099714112182,70.27907517319281,23.290018315018315,41.39001701614827,135.18246336996336,-148.98611111111111
Jordan Williams,14098.5453890787,0,3,1990,3,955.2472810484237,3,0,0,-9.0,6.0,7.0,-1.0,-12.0,-4.0,-4.550000000000001,6.0,12.0,-27.0,21.0,45.0,-31.0,-8.0,-2.8520593692022267,-3.0920881126173096,1.875,-2.8520593692022267,-2.865152905467307,-0.4841269841269842,2.1666666666666665,-2.764810579215257,-1.2230769230769227,-0.5714285714285714
Felipe dos Santos,1022.2239155932299,0,1,2000,1,985.0220555695719,1,0,0,-1.0,-13.0,-15.0,-1.0,0.0,0.0,-0.6166666666666667,-13.0,-24.0,4.0,7.0,2.0,-2.0,-13.0,-0.28972672064777333,-0.2978494623655914,-1.0,-0.28972672064777333,-0.31553216771346115,-0.33333333333333337,-0.11264367816091947,-0.2955318562103521,-0.16666666666666663,-0.33333333333333337
Austin Hubbard,204115.03224353402,3,5,1991,8,972.8010177368634,2,0,0,0.0,-88.0,138.0,229.0,-169.0,36.0,115.25,-88.0,-539.0,1008.0,-557.0,-504.0,-201.0,617.0,3.3719297762533884,-1.2691508191814371,69.97142857142858,3.3719297762533884,-1.497500710453476,8.182468902864564,9.515866739928871,2.861700007055383,10.599999999999994,30.701298701298704
Pat Healy,146983.76456321756,0,5,1983,7,943.2592181693757,5,0,0,0.0,-1187.0,350.0,-213.0,25.0,-13.0,-67.01666666666665,-1187.0,-2393.0,1318.0,-112.0,-1273.0,405.0,-319.0,-26.805267281375812,-20.796269149077908,-81.45526695526695,-26.805267281375812,-37.59910777375902,-8.507558207558207,3.8238095238095227,-28.059239780303315,5.708078989975541,-101.5
Ode Osbourne,203681.04904645457,4,4,1992,8,997.5251946317037,1,0,0,-16.0,-2143.0,-4454.0,-15.0,-129.0,0.0,-284.23333333333335,-2143.0,-926.0,-745.0,-472.0,-121.0,-909.0,-1113.0,-46.00871814568448,-39.89238277672915,-18.914285714285718,-46.00871814568448,-36.40042800350654,-69.89572586588062,-96.23724137931035,-53.845748088391154,3.460303030303027,-36.824725274725274
Conor McGregor,1142867.706417072,10,4,1988,14,1101.5156513009754,2,0,3,654.0,-1694.0,2745.0,-992.0,-62.0,64.0,-2717.6499999999996,-1694.0,-3910.0,1207.0,1009.0,6873.0,-2011.0,-6556.0,168.43886594434645,211.72446589034956,-402.79999999999995,168.43886594434645,174.99437963706723,310.0100370924268,127.20137163561077,147.42390477511475,590.9800595238095,136.0170161900139
Kimo Leopoldo,93158.87928433224,2,4,1968,6,979.8104911344052,1,0,0,-36.0,-863.0,-2545.0,54.0,48.0,13.0,44.45,-863.0,-400.0,-271.0,-192.0,-315.0,-436.0,-112.0,24.06870882740448,-11.463714286096351,28.4,24.06870882740448,5.993091915580671,5.0,-12.133333333333335,45.78431372549019,-16.544871794871796,-29.716666666666665
Edmen Shahbazyan,292349.84241879004,5,4,1997,9,1014.5079889301086,1,0,0,36.0,-3205.0,-8070.0,-548.0,-394.0,36.0,-789.9666666666667,-3205.0,-3405.0,1110.0,-910.0,1104.0,647.0,-4956.0,-7.135282070113817,-15.8687259801193,36.94761904761905,-7.135282070113817,-9.832865067499064,18.069624819624817,-44.466666666666676,17.07117956127515,38.02422969187674,41.63125402965829
Angela Hill,4999198.786528841,11,13,1985,24,998.0476297401835,0,1,0,-648.0,37018.0,-60877.0,-132.0,227.0,762.0,224.91666666666788,37018.0,-8423.0,65928.0,-20487.0,6405.0,53044.0,-22431.0,445.4030778244401,210.48167488036782,-121.99603174603169,445.4030778244401,332.30925868226666,393.73183007773696,-585.5842551260231,419.3158456470916,888.2138793880628,-156.4014304171281
Ottman Azaitar,29906.522010042085,2,2,1990,4,997.4934953271361,2,0,0,-24.0,-314.0,-346.0,0.0,0.0,0.0,-12.783333333333333,-314.0,-369.0,116.0,-61.0,-30.0,25.0,-309.0,-0.9015176592137855,-0.9050495672360719,0.0,-0.9015176592137855,-3.6394714407502136,9.048484848484849,-7.0,1.3317848817848814,-13.306060606060605,-16.807692307692307
Matt Dwyer,30093.632083960343,1,3,1989,4,969.5594971769336,2,0,0,2.0,-214.0,-421.0,-9.0,-16.0,0.0,-33.46666666666667,-214.0,-280.0,-103.0,169.0,52.0,-185.0,-81.0,-2.234102480751965,-2.9868701618912907,-11.0,-2.234102480751965,-2.7247187962736223,-4.91818181818182,1.9581196581196583,-1.0718414543423944,-1.313897596656219,-16.2
Alexander Hernandez,674991.7092678883,6,6,1992,12,1013.9925878254214,1,0,0,-52.0,-3020.0,-6877.0,-232.0,-106.0,125.0,221.31666666666672,-3020.0,-3562.0,4781.0,-4239.0,-1368.0,-1482.0,-170.0,14.928216367540118,9.899784370724934,-181.4,14.928216367540118,13.63343155633666,29.69580069053753,-139.90985538518856,20.958715950099972,-160.15856201769247,159.69298245614036
Tom Blackledge,953.7985621861011,0,1,0,1,981.8847983751061,1,0,0,0.0,1.0,-3.0,-1.0,-1.0,0.0,-0.9833333333333333,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.07692307692307698,0.004273504273504258,-0.25,0.07692307692307698,0.006993006993006978,1.0,1.0,-0.05555555555555558,0.0,0.4285714285714286
Oli Thompson,5000.276989584494,0,2,1980,2,968.7394889712665,2,0,0,-4.0,-103.0,-140.0,-8.0,-3.0,0.0,-22.266666666666666,-103.0,-142.0,23.0,16.0,-56.0,-17.0,-30.0,0.14033129302898056,0.35338838618167145,-1.3333333333333333,0.14033129302898056,-0.9463235294117648,0.1762820512820511,-0.6000000000000001,0.05895140664961629,-0.22549019607843102,-2.7333333333333334
Sung Bin Jo,954.1766693560874,0,1,1992,1,981.9019089931602,1,0,0,0.0,-19.0,-26.0,0.0,1.0,0.0,-3.783333333333333,-19.0,-9.0,2.0,-12.0,-12.0,0.0,-7.0,-0.14859437751004018,-0.17303556658395364,0.16666666666666666,-0.14859437751004018,-0.169811320754717,-0.05555555555555558,0.45833333333333337,-0.19028340080971656,0.07272727272727275,0.4666666666666667
